high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
201.78,-4.12,125.77,12.19,1.73,-1.02,-3.1,15.07,133.62,2.01,False,True,True,0,87,1,0
49.93,179.84,74.14,2.75,15.26,-0.82,7.58,16.24,318.34,4.75,False,True,True,0,87,1,0
112.87,10.15,102.35,13.66,-2.04,34.42,1.16,15.27,256.11,8.42,False,True,True,0,66,0,0
94.56,32.49,33.39,4.57,-0.85,26.14,6.49,18.2,195.78,-0.8,False,True,True,1,83,1,0
223.5,-2.44,232.15,16.71,-1.59,33.79,7.11,18.86,274.54,17.93,False,True,True,1,92,1,0
46.35,68.53,123.66,3.54,8.67,32.3,12.61,15.75,116.23,20.1,False,True,True,1,71,0,0
76.55,147.93,41.92,12.43,15.13,-0.31,12.02,10.79,149.59,20.05,False,True,True,0,95,0,0
61.03,62.2,45.53,9.12,-4.67,-4.93,12.58,10.94,145.58,15.85,False,True,True,1,55,1,0
67.72,76.73,48.56,1.42,-3.66,31.53,10.25,46.67,161.51,6.32,False,True,False,1,95,1,0
72.68,22.55,173.82,-4.93,-0.81,0.23,-0.6,16.39,257.13,2.53,False,False,True,1,30,1,0
106.67,57.73,172.7,15.28,-0.54,31.47,7.52,41.59,119.76,21.94,False,True,True,1,78,0,0
205.59,80.39,53.39,12.44,-0.7,0.46,-3.51,15.51,204.56,21.28,False,True,True,0,19,1,0
79.71,27.57,64.67,13.19,-1.78,-4.4,4.6,17.01,244.75,5.11,True,True,True,1,59,0,0
147.33,93.57,133.42,6.5,5.47,23.49,3.17,27.8,226.41,10.25,True,False,False,0,44,0,1
227.42,148.13,125.95,-0.58,-3.55,0.89,-4.08,17.11,313.59,6.9,False,True,True,0,62,0,0
162.86,31.14,237.01,10.07,6.81,-4.57,-4.8,12.49,197.3,19.57,False,True,True,0,47,0,0
152.61,149.68,119.35,9.98,6.77,-2.85,-7.28,10.6,121.22,-0.21,False,True,True,1,73,0,0
179.36,200.7,91.35,2.55,-2.38,-1.52,-6.44,11.64,164.79,5.07,False,True,True,1,36,1,0
186.74,184.54,152.46,10.1,9.04,25.27,-3.47,11.67,309.49,6.65,False,True,True,0,98,0,0
149.53,106.39,139.38,5.77,4.35,19.68,2.51,38.05,223.25,12.65,True,False,False,1,39,0,1
94.41,203.86,122.5,4.68,8.46,27.11,-2.68,43.66,315.73,13.86,True,True,True,0,74,1,0
38.56,14.64,154.67,14.73,0.37,-2.55,-4.38,12.48,235.12,0.68,False,True,True,1,52,0,0
106.78,167.3,46.97,-4.67,-3.73,33.25,7.64,43.2,143.78,18.18,False,True,True,0,62,0,0
182.33,66.43,87.16,7.76,2.74,-3.36,1.96,40.3,124.82,22.4,False,True,True,0,96,0,0
89.33,114.15,188.2,12.95,0.66,25.99,8.83,19.66,300.98,19.68,False,True,True,1,89,0,0
97.45,22.04,112.57,9.92,13.07,2.2,-2.21,12.23,308.55,16.19,False,True,True,0,78,0,0
196.45,161.2,64.32,7.84,15.01,0.97,13.73,16.48,152.66,7.09,False,True,True,0,70,1,0
89.47,156.24,218.47,16.7,-5.5,32.21,-0.27,11.59,264.15,2.01,False,True,True,1,57,0,0
37.12,27.82,99.3,1.26,8.89,2.86,11.75,49.33,114.38,17.11,False,True,True,1,25,1,0
228.41,207.7,119.64,10.17,6.94,3.94,11.65,49.84,124.09,0.36,False,True,True,1,63,0,0
64.04,114.12,31.69,14.8,7.62,28.4,12.61,46.54,246.48,0.85,False,True,True,0,79,0,0
40.11,17.94,204.58,9.65,15.27,4.01,6.34,11.53,207.98,16.85,False,False,True,0,58,0,0
144.51,90.46,147.54,5.55,5.09,5.58,3.21,35.85,217.16,11.17,False,False,False,0,89,1,1
123.09,202.04,44.41,15.22,-5.52,3.81,-3.47,45.61,261.13,17.14,False,True,True,1,90,1,0
176.82,116.97,208.36,8.51,-3.64,32.93,-1.53,41.18,186.84,15.78,False,True,True,0,39,1,0
117.25,34.41,103.2,1.02,10.09,-1.72,5.08,41.07,130.0,1.5,False,True,True,1,38,0,0
40.44,114.39,49.21,8.94,8.76,33.18,0.46,45.53,295.35,8.31,False,True,False,1,34,1,0
117.78,35.43,155.13,-2.52,3.44,27.68,10.32,13.55,122.76,5.56,True,True,True,0,62,1,0
150.58,187.81,103.23,3.32,-4.58,34.95,6.84,15.84,149.19,5.75,False,True,True,1,48,0,1
133.39,97.48,148.71,5.65,5.34,12.58,2.26,26.81,220.66,12.66,True,False,False,1,22,1,1
161.99,121.1,30.24,2.15,-2.65,-4.11,8.57,49.91,291.64,15.7,False,True,False,1,93,1,0
231.57,68.11,200.68,-3.72,-0.47,26.64,0.84,17.98,310.94,22.96,False,True,True,1,28,0,0
138.1,96.92,143.63,5.96,5.14,23.5,3.74,26.58,229.99,11.03,True,False,False,0,35,0,1
167.42,192.51,197.68,-4.06,2.82,27.38,-5.03,16.89,171.17,2.45,False,True,True,0,28,0,0
241.81,24.67,169.41,7.76,2.31,1.03,12.16,16.84,283.79,19.39,False,True,True,1,19,1,0
225.09,69.2,72.2,2.74,-2.0,34.44,-0.95,47.52,162.99,20.64,False,True,True,1,99,1,0
166.13,141.31,50.22,7.2,-3.73,31.74,0.09,45.34,286.19,20.7,False,True,True,1,68,0,0
130.67,99.64,141.31,5.33,5.67,12.0,3.51,36.58,226.47,9.84,True,False,False,1,21,1,1
218.12,87.09,62.59,12.94,15.72,-2.18,8.1,17.45,153.96,2.48,False,True,False,0,25,1,0
144.84,106.96,131.02,5.64,5.17,7.78,2.34,22.72,212.92,12.0,False,False,False,0,55,0,1
111.45,73.94,240.15,0.52,13.38,33.04,0.67,48.78,207.93,20.75,False,True,True,1,22,1,0
155.18,-1.92,240.37,-3.92,14.47,28.79,10.89,17.55,185.23,21.44,False,True,True,0,59,1,0
177.47,34.84,58.03,15.66,-1.73,4.57,1.14,15.66,146.42,14.6,False,True,True,0,65,1,0
72.4,193.18,33.85,0.15,12.44,27.91,4.78,40.63,203.84,-0.79,False,True,True,0,84,0,0
139.63,96.33,135.18,6.68,5.12,8.32,3.92,32.74,217.14,12.26,True,False,False,1,96,0,1
114.78,22.34,247.71,0.29,14.85,-2.09,-6.07,13.56,255.42,18.14,False,True,True,0,79,0,0
136.85,96.9,143.59,6.52,4.79,12.75,3.85,26.95,216.33,12.22,False,False,True,0,63,1,1
79.54,80.29,55.16,10.85,-4.21,-4.99,-2.08,14.82,184.66,0.31,False,True,True,1,93,1,0
124.0,18.56,237.36,0.74,-0.38,34.68,0.63,44.95,251.75,6.34,False,True,True,0,99,1,0
151.38,47.76,70.09,17.0,11.45,4.96,-4.29,46.0,112.36,5.21,False,True,True,1,27,0,0
149.0,94.43,148.42,6.75,5.63,14.21,3.08,23.27,216.15,9.85,True,False,False,0,70,1,1
61.25,0.96,101.32,8.46,0.1,-1.8,8.88,11.5,230.89,3.55,False,False,True,0,61,0,0
136.69,106.07,139.91,6.68,4.99,9.01,3.12,37.44,216.27,9.28,True,False,False,0,78,0,1
171.31,191.15,118.77,14.53,1.12,32.87,-3.92,41.88,297.11,2.84,False,True,True,1,58,1,0
114.45,67.93,182.69,12.3,14.37,-2.35,7.23,45.84,135.33,2.15,False,True,True,0,92,0,0
76.81,44.62,185.42,-2.03,7.47,31.37,-0.11,43.66,161.52,19.72,False,True,True,1,93,0,0
80.72,205.0,44.48,10.21,-5.35,32.66,-5.9,47.63,299.96,14.4,True,True,True,1,96,0,0
222.92,50.37,54.5,13.08,-3.28,4.13,9.41,18.25,253.0,17.82,False,True,True,0,41,0,0
39.44,155.06,117.01,13.53,12.58,-1.84,-7.81,11.11,234.88,15.77,False,True,True,1,66,1,0
147.4,93.58,135.95,6.48,5.79,9.55,2.75,39.0,219.15,11.87,True,False,False,0,18,0,1
61.44,161.77,30.65,-2.32,13.18,27.76,-1.14,40.34,283.44,4.96,False,False,True,0,90,1,0
120.4,150.27,99.61,12.67,10.34,1.97,-6.74,10.53,323.36,7.09,False,True,True,0,83,1,0
166.24,70.48,56.73,2.76,9.18,33.05,0.75,12.9,240.92,5.06,False,True,False,0,98,1,0
168.84,159.6,228.97,-3.46,-0.02,2.63,1.73,44.62,274.64,18.08,False,True,True,0,73,0,0
134.91,99.12,147.15,5.1,5.97,11.0,3.18,26.47,213.17,11.47,True,False,False,1,82,1,1
47.75,6.38,178.45,4.5,7.99,25.11,-3.87,12.11,253.34,21.9,False,True,True,0,69,1,0
44.54,85.99,75.78,14.76,0.07,31.89,1.06,42.16,134.36,17.28,False,True,True,0,44,0,0
178.91,110.23,41.56,8.21,13.14,1.63,5.96,14.44,126.04,2.51,False,True,True,1,100,1,0
130.79,100.67,146.32,6.92,4.83,18.16,3.94,22.14,220.06,12.5,True,False,False,1,30,0,1
210.76,156.44,233.94,1.94,-2.36,27.16,-4.07,12.58,286.87,3.99,False,True,True,1,77,0,0
107.89,138.39,218.19,-0.56,-3.45,0.69,8.34,42.23,140.48,22.39,False,True,True,0,61,0,0
71.78,7.57,36.66,15.72,14.74,29.15,10.76,16.58,250.47,4.13,False,True,True,0,99,0,0
144.53,92.22,137.93,5.37,5.92,16.59,3.28,26.88,213.16,11.05,True,False,False,1,74,0,1
246.46,208.78,176.43,15.72,-0.63,1.63,5.84,41.39,117.91,15.33,False,True,True,1,60,1,0
75.95,134.96,53.85,3.97,3.27,3.59,11.01,43.38,266.31,8.63,False,True,False,1,98,1,0
149.33,96.04,142.02,6.13,5.36,17.76,2.19,28.14,226.92,9.87,True,False,False,0,24,0,1
83.72,208.41,69.6,8.99,-0.7,-2.93,12.52,43.85,125.85,6.54,False,True,False,1,95,1,0
132.51,107.74,135.67,6.93,5.58,5.89,2.45,39.65,217.97,12.25,True,False,False,1,94,1,1
141.04,99.79,143.5,5.83,4.65,22.53,2.79,31.46,229.46,10.73,True,False,True,0,21,1,1
132.68,109.37,138.48,5.06,5.21,5.13,2.53,34.43,211.48,12.05,True,False,False,0,77,1,1
134.78,103.44,149.43,6.01,4.82,13.92,3.52,31.58,214.98,10.26,True,True,False,0,69,0,1
88.73,14.34,43.33,9.46,-4.12,-2.14,-2.96,18.09,174.35,7.98,False,True,True,1,73,0,0
32.9,85.4,215.84,12.95,2.76,32.15,0.42,43.33,150.5,3.24,False,True,True,0,67,1,0
140.12,91.6,131.17,6.54,5.21,14.37,2.77,28.85,216.52,12.64,True,False,False,0,65,0,1
236.65,6.55,115.45,7.59,3.12,4.35,0.87,17.29,278.77,18.52,False,False,True,1,95,0,0
37.25,56.78,172.81,-3.95,6.13,-0.55,-0.2,10.25,292.82,6.11,True,True,True,0,23,0,0
131.36,99.36,140.49,5.46,4.77,16.5,3.54,26.72,216.1,12.69,True,False,False,1,68,0,1
241.06,143.9,171.05,10.36,10.83,27.38,9.94,47.33,239.13,6.88,False,True,True,1,52,1,0
200.04,188.42,66.31,16.26,10.89,29.48,7.13,10.9,167.29,19.29,False,True,True,1,47,1,0
157.11,177.7,173.81,7.36,8.83,28.86,13.98,14.48,133.43,22.24,True,False,True,1,58,0,0
160.46,21.22,115.19,-0.49,-1.47,4.59,-4.88,11.94,301.33,17.25,False,True,True,1,91,0,0
202.06,127.53,184.47,8.94,-5.5,-4.73,10.37,19.68,168.26,7.45,False,True,True,0,78,0,0
246.08,168.18,155.98,15.66,-1.47,0.67,12.55,42.29,267.7,4.54,False,True,True,0,93,0,0
38.03,68.91,42.29,16.78,8.13,25.79,-3.06,15.66,171.57,-0.9,False,True,True,1,24,1,0
148.7,107.99,141.02,6.01,5.81,21.84,2.94,27.71,217.34,10.55,True,False,False,0,51,1,1
163.89,-5.76,243.12,13.37,1.34,33.13,-2.58,44.89,190.48,20.62,False,False,False,1,50,0,0
175.44,153.78,110.32,7.62,0.84,-3.97,12.59,10.97,326.86,1.99,False,True,True,1,48,0,0
240.49,137.11,154.94,10.71,-2.93,-2.03,-5.98,40.09,191.72,6.74,False,True,True,0,37,1,0
191.33,21.33,247.79,7.07,7.77,34.58,-1.4,41.44,115.8,18.13,False,True,True,0,40,1,0
231.91,131.14,169.45,8.1,2.94,33.43,-0.31,15.3,300.81,14.38,False,True,True,1,90,0,0
175.24,-9.64,105.83,11.28,10.49,-2.74,9.52,47.35,248.5,19.15,False,False,True,0,58,1,0
179.53,12.85,87.68,10.09,9.87,31.36,12.13,40.43,263.99,4.73,False,False,True,1,49,1,0
122.12,-7.34,187.5,3.31,-0.62,27.73,8.38,18.19,291.68,17.0,False,False,True,1,59,1,0
234.74,121.96,91.15,11.8,3.55,30.35,11.53,47.99,183.45,13.22,False,False,True,1,82,1,0
238.86,47.77,69.81,0.6,-0.38,32.58,-5.6,42.63,311.31,15.34,False,True,True,0,69,0,0
209.78,135.63,112.02,2.46,14.91,0.23,5.49,13.35,110.05,14.68,False,True,True,0,47,0,0
151.25,204.54,49.69,-2.55,10.8,-0.45,1.41,43.39,308.58,17.38,False,True,True,0,73,0,0
112.16,125.35,243.82,7.69,13.83,28.13,-6.28,49.58,134.0,5.06,False,True,False,0,84,1,0
148.0,90.11,140.72,5.06,5.38,6.01,2.39,33.37,219.4,9.75,False,False,False,1,83,0,1
41.32,-1.38,61.89,15.58,12.43,-2.82,10.13,46.21,208.61,17.66,False,False,True,1,69,1,0
218.01,124.36,90.5,10.35,-0.51,4.74,4.49,48.75,134.26,14.48,False,True,True,1,97,0,0
189.32,21.52,181.17,8.07,10.34,-0.21,-4.4,13.52,147.31,3.08,False,False,True,0,99,0,0
158.69,-3.91,233.23,10.74,3.05,4.22,-7.26,17.22,239.04,4.99,False,True,True,1,84,1,0
174.09,129.5,105.33,10.71,1.39,-1.11,10.61,14.74,320.28,7.08,True,True,True,0,54,0,0
185.21,160.86,195.51,12.99,14.09,31.06,-2.52,17.04,251.94,7.65,False,True,True,0,49,1,0
114.38,41.23,225.5,4.2,7.79,34.54,-2.25,11.9,141.81,3.63,False,True,True,0,57,1,0
135.88,90.4,133.07,6.47,5.84,5.53,2.64,39.53,225.62,10.01,True,False,False,0,35,1,1
171.06,194.13,127.49,2.52,15.89,33.63,12.25,17.68,247.75,6.33,False,True,True,1,59,1,0
163.64,181.81,196.42,-4.08,9.07,-1.72,11.05,16.9,177.44,19.22,False,True,True,1,18,1,0
224.2,140.2,31.44,-0.19,-3.52,28.17,-2.58,11.57,235.95,15.91,False,False,True,0,39,1,0
143.72,94.96,142.97,6.01,5.51,14.72,2.71,36.17,217.78,12.31,False,False,False,1,87,1,1
180.1,-7.97,179.6,7.25,8.89,33.5,-6.58,47.44,111.8,3.52,False,True,True,0,55,1,0
208.44,129.01,225.95,7.47,3.41,-3.59,1.82,12.41,203.47,3.8,False,True,True,1,36,0,0
175.74,36.58,177.22,9.6,-2.68,0.64,1.19,17.66,185.85,4.85,False,True,True,0,56,1,0
135.0,104.98,140.5,5.15,5.09,9.09,3.18,32.03,211.96,10.48,True,False,True,1,32,1,1
132.36,102.78,139.4,6.8,4.46,8.06,2.93,31.83,217.07,9.62,True,False,False,1,20,1,1
46.8,18.1,166.33,-0.32,1.94,34.59,0.25,14.59,122.13,16.98,False,False,True,1,58,1,0
62.0,138.29,179.86,7.55,15.24,-1.81,13.2,13.28,300.75,20.42,False,True,True,0,72,0,0
214.04,193.62,103.06,-2.55,3.72,29.65,-5.02,17.6,294.91,22.05,False,True,True,0,63,1,0
120.28,5.77,186.02,16.38,-2.19,25.94,-6.31,41.08,255.25,8.24,False,True,True,0,96,1,0
61.84,-6.76,191.21,9.38,-3.56,-2.03,-1.98,48.36,238.62,14.02,False,True,True,1,64,1,0
84.13,159.13,173.49,16.52,3.17,-2.13,-5.61,42.59,285.77,6.24,True,True,True,1,46,1,0
109.11,65.19,164.53,13.44,10.74,4.21,4.44,12.53,307.85,14.06,False,True,True,1,67,0,0
57.2,34.84,54.28,-0.75,-2.96,-3.38,-4.35,40.91,181.36,15.63,False,False,True,0,23,1,0
46.91,167.0,30.44,12.1,11.76,2.25,-5.88,49.17,134.45,14.67,False,True,True,1,67,0,0
119.1,42.92,212.59,2.13,13.47,26.04,1.75,47.01,208.96,17.97,False,True,True,1,65,1,0
245.27,40.38,64.71,2.37,8.51,27.82,-0.63,41.04,248.93,21.8,False,True,True,1,62,0,0
98.74,156.94,72.03,2.28,12.89,30.77,-2.76,10.91,110.66,17.06,False,True,True,1,29,0,0
54.42,179.88,123.39,7.09,10.99,0.21,10.78,16.78,143.66,-0.71,False,True,True,1,69,1,0
137.71,96.98,134.23,5.73,4.85,18.59,2.81,35.64,224.17,11.28,True,False,False,0,66,1,1
158.68,116.05,221.38,0.02,11.34,-1.33,-0.42,42.17,208.52,1.4,False,True,True,0,83,0,0
156.93,86.99,150.19,13.27,-4.46,33.71,0.58,47.25,125.01,16.91,False,True,True,0,60,1,0
222.13,14.28,49.64,15.75,-1.75,2.61,-7.06,46.14,205.08,17.45,False,True,True,0,70,1,0
89.37,7.47,194.28,12.12,13.58,34.25,8.35,18.87,196.77,8.67,False,True,True,0,95,1,0
161.42,71.89,171.57,0.55,2.05,32.84,12.81,46.35,206.24,19.07,False,True,False,0,40,0,0
241.16,165.02,48.71,-2.52,0.7,27.79,11.51,15.7,125.38,16.05,False,True,True,0,71,0,0
173.22,184.33,102.83,11.41,3.95,26.87,-1.71,12.22,289.55,3.48,False,True,True,0,64,1,0
39.58,55.07,153.14,14.34,-4.15,2.06,11.82,16.22,237.14,19.81,False,True,True,1,51,1,0
190.7,68.12,70.58,-0.98,7.16,32.57,12.37,49.53,320.7,7.01,True,False,True,0,74,1,0
47.86,42.9,97.95,4.59,-5.69,28.53,-2.67,42.04,312.62,5.03,False,True,True,0,100,0,0
135.39,106.42,147.71,5.34,5.83,9.28,3.77,30.36,214.51,10.61,True,False,False,1,48,0,1
130.74,90.28,146.7,5.64,4.7,17.31,3.74,24.46,224.09,12.68,True,False,True,1,89,1,1
217.98,166.05,115.27,14.13,12.89,27.2,6.8,13.3,121.89,1.4,False,False,True,0,22,0,0
132.95,98.6,145.08,5.3,5.83,9.13,3.26,22.9,218.37,12.52,True,False,False,0,100,0,1
109.35,198.79,182.97,15.51,-3.06,25.11,-6.72,10.58,189.59,21.77,False,True,False,1,58,0,0
130.73,98.41,139.39,5.47,4.67,16.76,2.45,32.21,217.42,10.66,True,True,False,0,71,0,1
245.06,43.26,214.07,0.91,10.66,-4.94,-1.76,45.88,285.81,19.84,False,False,True,0,62,1,0
181.1,72.64,201.79,7.98,-0.24,-1.66,-0.28,12.74,320.93,14.23,False,True,True,1,82,1,0
227.16,71.89,203.09,11.93,14.71,-2.47,-0.59,48.58,319.11,13.12,False,True,True,0,87,0,0
48.37,47.77,109.12,-3.88,-5.37,34.21,10.52,10.41,193.47,19.83,False,False,True,0,60,0,0
86.47,149.27,231.73,13.46,0.53,2.25,-3.29,18.85,201.79,7.33,False,True,False,1,69,1,0
60.61,66.33,196.45,3.14,15.49,3.1,-1.55,48.46,230.01,13.12,False,True,True,1,54,0,0
195.03,115.18,211.49,9.57,-2.57,30.02,7.36,17.46,187.47,13.25,False,True,True,0,73,0,0
245.0,34.83,151.8,14.06,9.31,4.06,-6.01,45.29,256.72,0.96,False,True,True,1,69,1,0
62.83,46.52,104.2,9.8,8.02,33.12,0.56,10.65,243.96,6.17,False,True,True,1,77,0,0
243.17,200.77,246.53,14.02,-3.82,32.67,-4.2,48.24,304.59,2.09,False,True,True,1,72,1,0
135.0,90.02,144.01,6.02,5.52,17.72,2.54,35.58,222.11,12.66,True,False,False,1,96,1,1
138.54,91.71,143.89,6.08,4.07,8.69,3.08,32.17,226.78,11.78,True,False,True,0,52,1,1
142.07,103.15,141.1,6.63,4.72,24.18,2.6,37.52,210.94,9.46,False,False,False,0,75,0,1
44.1,50.28,104.91,16.95,-4.98,-2.92,-1.96,44.56,188.82,4.62,False,True,True,0,34,1,0
132.81,91.84,146.8,5.13,4.31,24.41,2.61,21.69,225.77,12.78,True,False,False,0,50,0,1
130.87,90.3,148.65,6.91,5.38,12.52,3.66,21.14,229.37,12.95,True,True,False,1,96,0,1
75.22,129.65,39.7,13.61,8.92,-4.54,1.41,10.9,280.39,17.21,False,True,True,0,28,0,0
139.69,90.07,146.31,6.36,4.7,10.93,3.94,32.09,213.04,9.55,True,False,False,0,22,1,1
202.26,57.71,78.19,4.3,6.34,-1.95,12.97,45.77,112.68,21.75,False,True,True,0,46,0,0
144.0,92.64,132.31,6.36,4.15,22.89,3.08,20.55,224.2,11.68,True,False,False,1,47,1,1
132.76,108.32,139.03,6.04,4.28,11.64,3.87,38.05,215.47,10.41,True,False,False,1,96,0,1
244.94,60.55,124.55,-0.31,13.88,28.46,5.37,11.22,181.35,5.63,False,True,True,1,42,1,0
130.54,98.02,138.72,5.38,5.88,7.05,3.27,32.56,212.68,12.45,True,False,False,1,91,1,1
174.76,-7.66,150.7,-0.06,-0.59,27.11,0.5,43.89,151.78,1.74,False,True,True,1,69,0,0
64.81,4.82,173.59,8.33,-5.74,2.43,0.87,15.88,301.4,0.95,False,True,True,0,52,0,0
142.15,105.36,149.28,5.62,4.21,10.06,3.06,23.8,223.48,10.84,True,False,False,1,45,0,1
123.03,67.92,246.66,8.64,-5.6,28.65,10.6,47.14,291.41,6.82,False,False,True,0,68,0,0
41.01,165.5,204.71,1.71,7.69,27.18,12.86,42.69,271.51,15.86,False,True,True,0,66,1,0
172.45,6.22,228.68,8.42,8.59,26.88,-1.22,45.7,267.23,4.21,False,True,True,1,94,1,0
208.1,50.73,101.16,8.79,9.35,-2.43,11.07,45.24,289.71,21.28,True,True,False,0,37,1,0
219.04,161.61,176.22,4.38,6.37,-0.13,0.37,45.02,117.63,21.86,False,False,False,1,47,0,0
108.54,-7.65,169.52,14.43,15.23,-1.68,-5.53,42.08,193.29,18.65,False,True,True,1,100,0,0
139.13,100.82,142.99,5.12,5.64,6.18,3.2,35.85,212.18,10.91,True,False,False,1,91,0,1
57.93,4.01,61.89,11.17,2.31,31.19,-6.0,48.84,170.16,16.94,False,True,True,0,74,1,0
118.42,22.82,78.81,10.32,-4.2,32.09,-4.11,40.92,307.71,3.06,False,False,True,0,37,1,0
62.41,178.49,75.11,-0.85,0.24,31.62,12.37,42.39,180.85,18.05,False,True,True,0,44,0,0
161.48,58.44,92.21,0.36,13.64,-3.96,-2.67,40.44,246.1,-0.18,True,True,True,1,61,1,0
146.74,98.46,139.11,6.39,4.08,7.62,3.01,34.34,212.99,12.61,True,False,False,0,77,1,1
132.55,103.6,145.98,5.73,5.11,14.98,3.6,36.7,226.36,10.93,True,True,False,1,31,1,1
109.49,-2.42,198.0,9.74,8.63,-1.93,0.28,14.21,280.09,1.74,False,True,True,0,26,1,0
65.19,198.34,81.38,14.71,-5.5,29.52,-7.17,14.93,280.94,17.91,False,False,True,0,35,1,0
68.97,155.42,60.41,13.88,10.51,-1.16,1.33,49.81,119.39,20.74,False,True,True,0,20,1,0
94.84,35.07,203.54,-0.62,2.57,3.54,-2.97,40.56,155.92,19.4,False,True,True,1,59,0,0
143.76,105.32,147.86,5.06,4.71,19.52,3.25,23.96,210.83,10.0,True,False,False,0,62,1,1
135.62,100.3,147.53,6.62,5.61,13.44,3.98,35.69,226.0,9.52,True,False,False,0,19,0,1
96.79,187.71,113.32,3.85,9.73,30.11,5.33,44.51,192.63,1.13,False,True,True,0,76,0,0
32.75,178.78,35.54,1.25,12.4,26.62,5.38,15.38,249.78,14.43,True,True,True,0,77,1,0
139.05,93.16,144.29,5.22,5.24,8.14,3.85,24.7,221.78,10.78,True,False,False,1,99,1,1
121.72,54.41,125.6,16.96,10.14,-4.54,1.86,44.31,287.36,0.6,False,True,True,1,54,0,0
188.71,34.47,221.17,16.3,2.0,34.47,-7.73,44.64,284.14,16.4,False,True,True,1,21,1,0
139.86,91.29,139.35,6.45,5.03,16.28,3.16,38.59,214.13,10.26,True,True,False,0,83,0,1
147.13,107.28,135.66,5.98,4.3,14.94,3.44,31.0,221.4,12.93,True,False,False,0,81,0,1
141.99,107.36,147.42,5.79,4.88,15.14,3.1,23.22,210.17,11.75,True,False,False,1,85,1,1
165.76,166.94,173.57,-4.81,-1.38,26.67,0.51,44.03,248.78,4.17,False,True,True,0,91,1,0
164.05,187.24,75.74,-0.58,3.23,32.46,0.47,16.27,324.05,18.17,False,True,True,0,63,0,0
201.82,170.87,193.74,4.21,7.99,33.65,-4.05,11.88,245.28,2.22,False,True,True,1,93,0,0
140.93,108.4,148.17,5.23,4.35,11.66,2.24,34.4,216.36,11.57,True,False,False,0,87,0,1
239.8,201.57,47.95,16.25,12.51,28.03,-3.88,15.98,288.05,15.29,False,True,True,0,87,0,0
31.74,85.88,102.68,-3.97,2.55,2.42,11.83,17.14,149.1,6.78,False,True,True,1,77,0,0
33.27,125.52,104.94,-1.15,10.29,1.43,-2.27,46.05,143.83,15.28,False,True,True,1,100,1,0
203.68,164.76,166.28,0.19,-2.11,-0.16,-6.32,41.07,150.18,6.54,False,True,True,0,47,0,0
83.4,45.44,30.76,-4.01,-3.97,4.64,9.43,47.42,125.68,4.03,False,True,False,0,89,1,0
65.8,123.33,106.95,14.49,-3.17,26.56,9.71,48.63,175.02,22.41,False,True,False,1,73,1,0
130.38,107.62,142.57,6.82,5.21,16.91,2.48,27.68,228.27,11.87,True,False,False,0,28,1,1
