high_flour,low_flour,warm_water,sugar,yeast,olive_oil,salt,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
147.21,109.7,135.49,6.78,5.97,20.84,3.74,30.51,219.88,10.57,True,False,False,0,98,0,1
146.35,101.41,132.73,5.5,5.83,7.36,3.36,36.41,215.34,12.21,True,False,False,1,50,1,1
110.95,41.29,95.7,10.97,-2.85,28.45,0.33,49.79,287.52,4.85,False,True,True,1,53,1,0
131.36,107.6,147.01,6.07,4.98,8.63,2.49,38.58,221.49,12.06,True,False,False,1,97,0,1
135.55,106.19,138.49,5.6,5.44,12.12,2.59,22.49,220.07,11.35,True,True,False,1,58,1,1
136.07,100.33,140.55,6.53,5.73,5.69,2.14,33.14,228.83,10.25,True,False,False,0,34,1,1
162.87,175.24,199.55,3.8,8.09,31.82,-7.15,19.93,134.51,1.32,False,True,True,1,97,0,1
136.85,106.17,142.53,5.88,4.28,5.04,3.71,28.19,217.25,9.78,True,False,False,1,85,0,1
134.07,90.14,149.84,6.04,5.31,17.87,2.1,36.68,221.02,9.94,True,False,False,0,87,1,1
86.15,23.06,72.01,11.57,7.42,34.12,1.18,12.34,248.38,4.71,False,True,True,1,68,0,0
149.82,94.35,140.13,5.61,5.85,9.03,2.42,37.63,219.25,11.04,False,False,True,1,34,1,1
43.5,12.93,222.58,13.97,-0.66,1.96,6.19,49.75,323.41,2.27,False,False,True,1,43,1,0
122.99,196.81,70.45,-2.31,-1.93,-1.99,-4.87,16.36,128.41,21.44,False,True,True,1,100,1,0
220.43,133.75,214.47,16.91,-2.3,31.34,1.34,40.41,315.17,22.56,False,False,False,1,39,1,0
221.66,68.69,249.26,10.32,0.89,-0.86,-4.18,14.33,167.55,0.95,False,True,True,1,80,0,0
131.58,106.17,133.28,6.79,4.47,10.08,2.05,33.33,224.15,10.23,False,False,False,1,70,0,1
137.17,103.9,135.05,5.71,5.12,21.29,2.27,24.76,216.91,9.09,True,False,False,0,60,0,1
139.41,98.23,148.49,5.15,5.82,19.61,3.14,36.73,220.39,11.82,True,False,False,1,95,1,0
111.79,67.46,115.68,2.16,-1.27,-3.11,-0.43,40.79,131.2,3.45,False,True,True,1,44,1,0
37.27,61.41,44.28,2.36,-3.58,29.24,8.26,41.31,200.92,5.74,False,True,True,0,41,0,0
120.93,154.01,36.25,12.57,1.79,27.32,-3.2,46.96,235.1,7.18,False,True,True,0,78,0,0
67.19,53.27,171.37,0.22,-3.92,34.41,6.7,16.85,159.34,22.79,True,True,True,1,47,0,1
168.61,149.9,215.08,1.85,-2.01,-0.32,8.17,18.43,283.51,15.41,True,True,True,0,60,1,0
144.04,95.6,149.68,5.26,5.39,11.24,3.92,36.46,211.24,10.09,True,False,False,1,84,0,1
136.94,106.55,131.97,6.84,5.82,16.41,2.14,27.11,211.61,10.29,True,False,True,1,45,0,1
133.85,101.37,147.11,5.0,5.18,22.68,2.79,38.26,228.39,11.41,True,False,False,1,23,0,1
194.98,37.31,243.55,16.04,10.58,4.99,6.06,40.46,293.3,14.18,True,True,True,0,26,1,0
139.94,90.69,139.35,5.5,5.58,17.39,3.24,32.23,218.34,11.48,True,False,False,1,37,1,1
130.61,104.91,148.1,6.31,4.79,23.89,2.43,26.24,216.81,11.38,True,False,False,0,87,1,1
202.91,66.68,176.82,12.31,7.63,-1.59,5.58,44.81,259.76,20.79,False,True,True,0,79,0,0
159.63,48.12,91.58,1.5,14.48,28.92,10.4,47.69,142.98,1.82,False,True,True,1,47,1,0
135.54,103.89,149.56,5.66,5.84,9.09,2.05,37.81,213.41,12.03,True,False,False,1,84,0,1
221.17,65.96,233.52,2.17,7.68,31.34,10.7,48.02,207.27,4.27,True,True,True,1,58,0,1
132.63,91.67,130.78,6.43,4.78,14.27,2.35,29.49,210.64,12.88,True,False,False,0,63,0,1
179.03,52.57,123.32,1.34,7.23,34.9,-7.63,47.63,209.91,17.33,False,True,True,0,95,1,0
192.62,24.68,223.05,1.11,-3.49,29.08,13.2,10.48,248.24,18.37,True,True,True,1,32,0,1
139.35,96.19,135.78,5.74,5.99,17.97,3.62,31.2,210.3,9.04,True,False,False,1,62,0,1
136.87,98.45,145.56,5.87,5.7,20.22,2.74,23.84,224.57,12.41,False,False,False,1,52,1,1
86.23,57.8,191.82,4.2,13.32,-1.6,1.72,13.42,327.58,4.11,False,True,True,1,61,1,1
143.26,94.92,132.79,6.11,4.66,20.26,3.07,31.12,219.16,11.27,True,False,False,0,92,0,1
147.25,95.41,136.49,5.66,4.2,15.0,2.04,28.52,223.12,9.52,True,False,False,1,76,1,1
142.19,99.42,134.08,5.67,4.4,23.18,2.18,28.71,219.71,10.57,True,False,False,0,30,1,1
132.06,107.43,134.75,5.6,5.3,21.74,3.17,28.09,224.32,10.92,True,False,False,1,88,0,1
138.46,98.06,149.93,5.34,5.42,5.17,2.36,26.28,222.06,11.9,True,False,False,1,65,1,1
146.22,100.26,138.59,6.91,4.47,23.49,3.77,31.02,218.65,9.24,True,False,True,0,87,1,1
220.02,193.52,62.31,14.25,0.38,-4.53,8.28,14.47,296.37,19.25,False,True,True,1,49,1,0
137.13,106.33,147.11,6.2,4.56,20.96,2.15,33.7,229.87,12.33,True,True,False,0,98,0,1
139.23,99.81,145.04,6.6,5.96,21.33,2.25,21.33,223.36,10.58,True,False,True,0,90,1,1
148.12,109.2,135.02,5.19,5.12,10.59,2.93,22.2,226.73,12.82,True,False,False,0,20,0,1
57.07,2.88,65.14,-4.37,-1.0,31.55,7.94,11.02,233.7,17.39,False,False,True,0,91,1,1
150.23,48.47,232.46,2.23,6.17,-4.62,12.91,45.85,138.51,22.2,False,True,True,0,60,1,0
236.44,160.89,230.96,8.76,-3.99,31.99,11.61,12.98,320.0,1.95,False,True,True,1,61,1,0
147.52,104.9,134.14,6.26,5.42,5.48,2.03,36.54,226.37,12.69,True,False,False,0,94,0,1
123.26,137.02,172.48,4.69,12.99,25.63,6.03,11.95,297.25,2.67,False,True,False,1,65,0,0
176.44,114.1,224.96,15.86,-4.8,28.54,-2.36,18.13,185.91,13.81,False,True,True,1,78,1,0
133.68,99.7,134.07,5.5,4.47,21.62,2.59,37.68,215.93,10.97,True,True,False,0,59,1,1
139.44,94.06,145.13,6.95,5.15,13.04,3.07,25.65,217.99,10.31,True,False,False,0,67,0,1
109.66,45.44,224.49,11.48,7.55,25.67,-2.99,18.64,194.5,14.53,False,True,True,0,53,1,1
132.26,98.02,143.47,5.56,5.92,6.07,3.33,31.59,214.73,9.54,True,False,False,0,75,1,0
145.63,93.76,147.99,6.11,5.82,6.51,2.26,23.48,212.63,9.09,False,False,False,0,62,0,1
135.8,97.2,148.01,5.85,5.76,13.53,3.1,34.14,213.19,11.46,True,False,False,0,62,1,1
133.63,106.83,145.8,6.75,5.03,7.79,2.8,25.56,223.03,10.37,True,False,False,0,42,0,1
177.1,7.42,92.43,12.27,-2.83,32.25,12.58,42.07,145.98,19.63,False,True,True,1,54,0,0
155.39,161.31,92.64,2.42,7.87,28.62,5.98,49.24,119.47,5.31,False,True,True,0,19,0,0
140.49,99.16,147.9,5.82,5.76,14.55,3.92,23.38,215.87,10.55,True,False,True,1,47,1,1
140.03,109.35,141.22,5.23,4.0,23.73,2.04,23.63,228.89,10.99,True,False,False,1,63,1,0
63.69,157.28,223.62,14.93,7.19,27.43,13.63,41.72,299.92,8.95,False,True,True,1,35,0,0
101.51,39.25,41.74,15.68,-0.99,28.38,7.38,12.47,126.03,14.8,True,True,True,0,47,0,0
213.84,143.2,223.09,7.6,15.73,29.81,-5.6,16.27,301.37,7.77,True,True,True,0,24,0,0
158.28,172.76,91.95,14.67,-3.16,4.34,13.1,40.37,257.62,2.08,False,True,True,1,24,0,0
140.23,101.72,134.61,5.43,4.58,5.28,2.86,31.77,222.3,9.11,True,False,False,1,25,0,1
150.75,59.44,224.9,11.8,8.03,2.73,7.38,10.24,200.55,-0.08,False,True,True,0,54,1,0
52.27,133.51,159.15,10.44,13.67,-1.41,8.66,19.76,207.66,-0.32,False,True,True,1,71,1,1
80.96,74.24,217.91,10.22,3.74,31.56,-7.83,41.77,143.62,3.35,False,True,False,0,31,0,0
222.85,142.04,203.07,-1.74,-3.5,27.11,5.5,13.9,243.09,0.57,True,True,True,0,36,0,0
212.24,52.66,93.65,-0.3,6.25,-3.45,9.76,16.27,121.24,15.27,False,True,True,0,57,1,0
133.63,100.85,138.34,6.29,5.82,20.15,3.28,21.24,215.64,9.68,True,False,False,0,79,1,1
142.13,104.06,149.1,5.67,4.25,20.05,3.22,39.8,211.37,10.54,True,False,False,1,39,1,1
198.06,-2.81,74.24,-3.06,14.75,4.36,-6.81,17.79,248.16,8.04,False,True,True,0,90,1,0
241.67,175.45,75.4,-3.87,11.88,-3.49,9.8,19.16,130.52,1.77,False,True,True,1,31,0,0
139.65,109.01,131.28,5.21,5.55,6.33,3.29,29.78,220.03,10.75,True,False,False,0,83,0,1
39.88,43.01,209.74,12.64,1.81,-0.85,8.05,13.55,326.22,2.18,False,True,True,1,82,0,0
143.79,101.27,137.84,6.17,5.14,19.19,3.84,24.5,225.99,12.69,True,False,False,0,96,0,1
137.14,109.92,145.7,5.03,4.99,10.06,3.37,36.46,226.66,11.92,True,False,True,1,26,0,1
169.59,193.91,164.63,-1.22,12.55,25.86,11.08,10.44,198.83,19.51,False,True,False,1,92,1,0
83.08,146.68,34.22,2.84,-0.21,4.48,-5.96,15.51,257.81,17.13,False,True,True,0,28,0,0
135.98,92.54,148.82,5.19,5.39,7.89,3.62,23.23,224.08,12.66,False,False,False,1,18,1,1
138.81,103.97,132.61,6.01,4.01,19.7,3.27,22.97,211.78,11.27,True,False,False,1,40,0,1
144.34,109.19,134.72,6.35,5.67,7.59,2.89,39.9,214.51,9.87,True,False,False,0,21,1,1
77.62,46.92,56.69,4.92,9.96,33.5,7.88,17.7,166.19,20.27,False,False,True,0,58,1,0
133.94,98.09,139.52,6.1,5.19,17.39,3.99,29.35,224.03,10.42,True,False,False,0,86,1,1
240.22,37.51,173.8,11.29,-4.3,34.66,10.98,13.51,209.91,6.67,False,True,True,0,51,0,0
140.13,96.78,136.3,5.14,4.93,8.13,2.19,24.71,215.51,10.31,True,True,False,0,79,0,1
205.0,120.98,244.97,0.13,6.71,32.18,-6.97,49.36,270.85,6.92,False,True,True,1,52,0,0
134.86,94.3,142.73,5.38,4.93,19.74,3.43,22.96,222.63,12.82,True,False,True,1,32,0,0
101.3,177.85,80.29,11.27,-5.87,33.94,-2.83,43.97,182.43,22.08,False,True,True,1,91,1,0
130.91,100.88,132.57,6.49,4.78,15.69,2.97,33.3,210.33,12.5,True,False,False,0,91,1,1
137.46,107.16,135.58,5.02,5.45,5.57,3.25,38.15,229.89,9.28,True,True,False,1,69,0,0
165.44,115.14,210.2,0.61,-3.64,2.49,9.07,48.86,251.29,17.07,True,True,True,1,56,0,0
148.09,104.31,136.63,6.0,5.82,21.7,2.8,25.46,225.66,11.16,False,False,False,0,99,0,1
146.13,96.0,139.18,5.42,5.29,5.48,2.37,21.82,218.03,10.59,True,False,False,0,40,0,1
181.12,180.9,56.51,7.19,15.24,1.31,-7.58,45.26,145.11,22.46,False,False,True,0,39,0,0
144.09,96.07,148.99,6.74,5.63,16.14,3.0,21.43,222.45,9.68,True,False,False,0,65,1,1
133.42,96.79,132.44,6.56,4.04,11.53,2.73,32.56,225.97,9.05,True,False,False,1,33,1,0
140.88,98.0,139.74,5.35,5.55,15.24,3.41,30.29,223.82,9.55,True,False,False,0,67,0,1
138.87,105.6,144.77,6.14,5.37,19.71,2.88,32.31,225.44,10.37,True,False,False,1,97,0,1
147.5,101.88,139.71,5.42,5.24,23.24,2.45,29.26,215.95,10.42,True,False,False,0,59,0,1
142.24,108.52,140.72,5.99,4.26,21.26,3.2,21.36,221.73,12.08,True,False,False,0,35,0,1
148.23,99.63,144.65,5.35,5.89,12.73,3.12,26.33,217.19,12.33,True,True,False,1,100,0,0
166.43,145.43,34.16,4.09,15.79,2.15,-5.05,11.1,266.12,0.02,False,True,True,1,74,0,0
139.58,95.57,143.4,5.09,4.21,9.84,2.08,39.15,210.42,13.0,True,False,False,0,81,0,0
145.12,105.07,140.63,6.7,5.31,15.44,3.86,37.73,224.45,9.82,True,False,False,0,93,0,1
60.13,158.33,66.24,-1.35,2.78,33.93,8.03,16.56,249.56,18.18,False,True,True,1,82,1,0
42.44,156.91,181.31,-3.92,6.13,-2.28,-3.33,45.92,165.21,5.24,False,True,False,0,70,0,0
103.32,163.69,162.92,8.71,2.07,2.28,8.97,46.17,197.51,1.47,False,True,True,0,20,0,0
90.2,58.82,76.53,13.57,-2.51,0.58,8.79,40.76,135.06,5.86,False,True,True,0,26,0,0
145.88,101.63,137.1,6.51,4.17,12.64,3.56,26.55,215.88,12.77,True,False,False,0,34,1,1
139.67,107.49,132.05,6.81,5.24,22.5,3.99,23.55,225.7,12.17,True,False,False,0,33,0,0
138.57,98.24,137.33,6.69,4.28,7.32,2.01,28.03,216.1,9.98,True,False,False,1,57,1,1
36.78,179.58,56.49,-4.96,-0.68,-4.37,-3.23,12.37,113.27,15.74,True,True,True,1,58,0,0
134.34,106.27,142.65,5.35,4.5,24.45,3.91,24.47,214.3,9.64,True,True,False,0,50,1,0
90.8,1.22,103.27,15.68,15.17,27.54,0.41,46.01,173.8,-0.89,False,True,True,1,29,1,0
141.18,91.87,135.1,5.15,5.57,24.08,3.44,32.84,211.42,11.0,True,False,False,0,96,0,1
144.71,93.24,147.13,6.34,5.43,11.63,3.14,21.32,220.45,12.35,True,False,False,0,89,0,1
218.41,15.95,191.96,2.04,2.2,0.33,0.9,14.98,327.92,2.51,True,True,True,1,56,0,0
133.34,99.19,148.31,5.02,5.03,19.52,3.69,20.13,228.63,11.17,True,True,False,0,41,1,1
132.11,94.55,144.72,5.68,5.03,15.69,3.02,20.03,226.3,10.63,False,True,False,1,90,0,1
111.49,70.61,95.98,10.01,1.02,27.39,8.12,16.52,296.76,4.53,False,True,True,0,90,1,1
187.11,-2.08,108.75,1.81,-0.9,-4.68,6.09,48.31,247.63,8.02,False,True,True,1,84,0,0
89.2,86.29,200.01,3.8,13.5,29.36,0.17,17.56,268.04,1.14,True,True,True,1,87,1,0
147.6,96.85,148.46,5.21,4.6,6.9,3.03,22.37,228.45,10.58,True,False,False,0,93,0,1
41.01,62.27,216.38,16.63,-1.26,-4.99,12.86,44.0,265.11,15.52,False,True,True,0,86,1,0
57.92,160.91,205.13,7.97,14.23,26.94,13.97,43.06,177.32,2.87,False,True,True,1,80,0,0
140.44,107.03,133.19,5.67,5.5,18.23,2.22,39.36,228.26,9.65,True,False,False,0,48,1,1
145.53,102.99,146.99,6.12,5.71,19.18,3.13,32.26,227.04,9.32,True,False,False,1,28,1,1
148.02,99.06,131.23,5.15,5.9,20.67,2.71,34.02,226.3,12.48,True,False,False,1,71,0,1
43.95,182.25,36.93,-4.46,9.29,-3.92,9.04,15.25,294.0,7.49,False,True,True,1,19,1,0
139.46,100.26,134.35,6.27,5.83,22.85,2.62,21.71,215.85,9.51,True,False,False,0,22,1,1
119.54,138.92,218.15,12.15,14.94,0.8,11.36,44.16,258.69,15.23,False,True,True,1,56,1,0
136.15,108.92,139.24,6.29,5.3,17.92,2.53,21.27,220.43,9.88,True,False,False,0,58,0,1
198.53,55.53,58.73,7.07,-0.27,32.82,5.92,40.46,283.13,16.26,False,False,True,1,92,1,0
145.14,94.15,146.19,6.12,4.57,20.14,3.95,28.2,227.45,9.61,True,False,True,0,45,0,0
138.04,95.33,133.01,5.38,4.23,19.82,3.0,24.6,214.97,10.78,True,False,False,1,91,1,1
147.65,95.17,144.26,5.16,5.36,22.84,3.44,22.6,219.78,9.73,True,False,False,1,44,0,1
145.88,109.75,147.91,5.56,5.46,22.3,2.7,39.83,229.94,11.83,True,False,False,0,35,0,1
140.89,99.85,138.76,5.88,4.94,8.01,2.44,36.42,218.93,10.1,True,True,False,1,49,0,1
149.06,94.33,130.17,6.07,4.21,5.77,2.84,21.05,221.28,10.57,True,False,False,1,53,0,1
147.28,108.18,134.37,5.91,4.46,21.31,3.82,30.59,227.59,11.3,True,False,False,1,72,1,1
132.73,102.63,148.78,5.97,5.91,16.79,2.28,37.26,212.53,12.77,False,True,False,0,30,1,1
139.83,94.85,149.98,6.63,4.52,7.73,3.68,35.41,215.22,9.27,True,False,False,1,30,0,1
143.06,103.34,144.17,5.15,4.7,6.7,2.9,36.62,212.69,11.37,True,False,False,1,26,1,1
234.2,182.41,242.41,9.2,2.51,1.92,13.51,17.38,296.57,6.71,False,True,False,1,63,0,0
165.79,17.85,42.05,2.14,0.65,-2.83,11.5,41.54,295.09,13.97,False,True,True,0,79,0,0
244.83,130.31,62.16,16.3,-1.02,30.1,0.77,49.42,300.73,-0.99,False,True,True,0,72,1,0
149.32,95.95,140.23,5.53,4.25,9.92,3.45,24.0,224.25,9.13,False,False,False,0,82,1,1
137.06,92.58,138.3,6.14,4.22,19.12,3.04,38.48,223.05,12.93,True,False,False,1,48,0,1
133.84,94.75,148.25,6.89,5.7,18.38,3.88,36.89,223.94,9.31,True,False,False,0,92,0,1
131.78,94.98,148.9,5.44,5.77,10.14,3.31,34.01,211.61,11.65,True,False,False,1,23,1,1
129.62,54.57,99.44,4.56,14.86,33.77,12.87,13.7,200.25,19.55,False,True,True,1,29,0,0
142.91,92.31,148.94,6.44,4.67,22.77,2.12,28.05,225.32,10.75,True,False,False,1,60,0,1
170.77,16.32,38.12,10.56,11.75,-1.84,4.91,48.52,129.54,0.66,False,True,True,1,97,0,0
65.9,86.05,74.6,8.98,-4.1,-4.57,11.84,18.28,111.13,2.64,False,True,False,0,47,0,0
237.9,148.44,32.7,11.6,-5.91,28.56,-3.33,42.98,203.9,0.38,True,False,True,0,42,1,0
110.45,67.91,224.54,-4.19,2.21,34.63,-0.48,14.4,206.83,-0.04,False,True,False,1,58,0,0
133.54,98.32,131.34,6.62,4.86,5.76,3.75,32.45,226.3,11.13,True,False,True,1,33,0,0
146.01,108.37,140.16,5.38,4.38,11.22,2.63,26.29,217.64,11.05,True,False,False,1,24,1,0
55.95,164.12,208.33,10.02,7.84,31.74,-2.79,40.29,240.87,4.33,False,True,True,0,67,0,0
45.21,180.41,217.73,-2.41,0.9,-1.37,6.9,19.55,317.87,18.24,False,False,True,0,69,1,0
140.34,96.09,135.41,5.69,5.22,5.2,3.59,29.19,215.74,9.13,False,False,False,0,91,0,1
49.7,145.18,174.85,9.33,11.91,32.97,-6.11,16.65,154.18,18.57,False,True,True,1,22,0,0
136.94,98.4,139.62,6.98,4.59,15.59,2.36,20.0,214.94,9.16,True,False,False,0,25,0,1
148.58,100.26,134.33,5.5,5.33,5.88,2.45,30.53,216.87,10.74,True,False,False,0,21,0,1
130.59,104.59,134.82,5.8,5.37,19.32,3.27,24.7,210.59,10.26,True,False,False,0,78,0,1
204.77,120.6,204.11,4.26,7.04,28.6,13.08,15.95,119.6,4.72,False,True,True,1,64,1,0
148.4,93.56,130.09,5.79,5.88,7.76,2.45,25.99,229.82,10.04,True,False,False,0,22,0,1
130.23,97.56,138.1,6.67,5.25,17.43,2.55,39.32,214.81,12.41,True,False,False,0,54,0,1
146.64,109.84,134.87,6.6,4.67,8.36,2.04,27.92,225.04,12.61,True,False,False,1,20,1,1
131.72,107.33,141.91,6.13,5.9,10.75,3.42,32.79,214.88,9.34,True,False,False,0,45,0,1
144.66,100.16,136.11,5.18,4.9,21.46,2.76,31.4,210.04,11.3,True,False,False,0,71,0,1
142.75,94.44,143.67,6.26,4.42,13.43,2.34,30.26,227.37,12.04,True,False,False,0,80,0,1
144.35,103.46,142.87,6.54,5.55,12.31,3.92,39.74,219.77,9.12,True,False,False,0,59,0,1
37.34,20.12,66.2,14.13,15.16,3.01,10.53,45.76,160.49,15.53,False,True,True,1,52,1,0
47.23,1.22,78.42,3.29,9.42,0.44,1.57,49.17,202.82,16.27,False,True,True,0,60,0,0
52.37,181.85,210.75,9.6,11.68,2.84,-3.44,16.36,198.41,5.8,False,True,True,1,42,0,0
60.39,186.33,160.2,14.05,7.43,34.82,10.09,12.22,312.31,7.77,False,True,False,1,100,1,0
210.9,119.25,217.85,2.68,-1.16,29.23,10.68,49.09,185.49,0.69,False,True,True,1,37,1,0
141.35,97.6,149.07,6.18,5.73,20.23,2.61,22.1,217.58,11.29,True,False,False,0,65,1,1
138.75,101.5,147.77,6.47,4.3,15.6,3.19,20.49,211.56,11.42,True,False,False,1,66,0,0
37.46,27.72,194.07,13.32,11.68,0.07,13.72,49.98,119.49,20.16,False,True,True,1,56,1,0
141.94,100.65,137.9,6.17,4.25,24.22,3.04,25.19,215.65,10.56,True,False,False,0,98,1,1
144.71,95.15,142.87,6.3,5.63,12.07,3.77,37.06,214.37,10.33,True,False,False,0,26,1,0
92.95,83.96,83.04,14.4,-2.68,30.1,4.74,12.34,252.95,6.55,False,True,True,0,63,1,1
134.94,105.77,148.94,6.93,4.41,20.56,2.0,29.58,224.13,9.47,True,False,False,1,42,1,1
137.01,107.75,136.63,6.78,5.2,8.22,3.87,27.4,212.33,12.83,True,False,False,1,85,0,1
149.12,100.13,130.87,5.07,5.07,20.41,2.13,35.52,225.07,11.77,True,False,False,0,37,1,1
214.97,3.54,233.27,15.12,-1.38,27.22,0.86,46.6,167.75,16.52,False,True,True,0,48,0,0
131.38,90.55,134.61,6.49,4.43,13.74,4.0,38.31,220.65,10.69,True,False,False,0,20,1,1
134.33,107.97,137.75,5.31,5.23,19.97,3.63,21.95,223.66,12.49,True,False,False,1,95,1,1
143.03,96.27,148.04,6.67,4.1,18.77,3.76,34.38,214.71,10.67,True,False,False,1,72,0,1
80.85,73.41,75.16,14.94,6.05,27.31,0.71,16.1,157.56,22.81,False,True,True,0,92,0,0
31.25,15.96,61.31,4.96,-0.49,32.25,1.58,40.96,251.27,7.27,False,True,True,0,48,1,0
130.41,102.31,140.75,6.45,5.49,23.38,2.67,32.7,213.26,9.51,True,False,True,1,20,1,1
196.8,117.12,67.67,15.41,6.59,-3.6,10.03,18.0,129.38,3.77,True,True,True,0,62,1,0
130.12,103.18,132.6,6.19,5.52,8.15,2.28,25.72,228.99,11.53,True,False,False,0,54,0,1
174.32,38.27,222.08,-4.61,-5.9,2.08,-3.75,11.64,149.9,22.67,False,True,True,0,81,0,0
207.12,88.8,73.87,8.91,-3.52,26.12,-1.34,40.03,304.0,8.67,False,True,True,1,70,0,0
52.73,161.88,87.37,0.98,1.86,1.44,7.31,42.84,184.99,20.88,False,True,True,0,20,0,0
136.63,109.83,144.85,6.58,5.18,23.25,3.96,31.07,226.6,10.58,True,False,False,0,57,1,1
136.9,102.21,143.92,5.11,4.06,15.27,3.52,27.32,213.35,12.46,True,False,True,1,68,1,1
132.09,93.9,137.67,5.04,4.81,23.41,2.19,36.97,217.84,12.46,True,False,False,1,87,1,1
145.45,96.2,146.29,6.0,4.88,23.59,3.89,32.73,210.6,9.2,False,False,False,1,76,0,1
141.95,101.13,140.24,5.24,4.47,10.21,3.66,32.53,210.05,12.38,True,False,False,1,84,1,1
160.19,3.72,220.84,0.13,8.15,-3.12,1.65,40.38,283.36,2.81,False,True,True,0,34,1,0
134.73,108.01,130.31,6.89,4.19,18.74,3.54,26.26,213.89,11.12,True,False,False,1,82,0,1
139.66,109.11,147.07,6.68,5.56,17.5,3.32,29.08,211.86,9.27,True,False,False,0,100,0,1
149.45,102.71,136.86,6.98,4.04,5.47,2.47,26.69,228.58,10.08,False,False,False,0,97,0,1
132.46,93.33,136.37,6.44,4.18,18.28,2.3,27.82,225.22,12.05,True,False,False,1,99,1,1
131.56,96.41,130.05,5.61,4.37,13.82,3.15,29.8,228.61,9.98,True,False,False,1,86,0,1
141.35,93.67,136.35,5.65,5.87,11.1,3.47,27.56,222.66,11.36,True,False,True,0,62,1,1
148.09,92.14,146.02,6.81,5.16,12.27,3.28,35.49,226.02,9.67,True,False,False,0,99,1,1
148.97,109.23,147.07,5.91,5.15,18.4,2.68,20.65,223.49,12.82,True,False,False,0,20,0,1
149.73,103.97,135.04,6.95,4.28,19.74,3.57,38.72,219.95,9.92,True,True,False,1,65,1,1
134.03,91.24,140.19,5.47,5.53,11.31,3.8,28.63,228.87,12.16,True,False,False,0,99,0,1
130.75,93.4,131.65,6.62,4.19,6.78,3.49,31.79,210.72,11.16,True,False,False,1,58,0,1
134.21,109.91,145.1,5.1,5.74,6.27,3.37,31.99,212.37,9.55,True,False,False,1,65,0,1
117.93,184.93,74.6,14.78,11.56,-1.84,4.62,15.34,304.59,8.54,False,True,True,0,81,1,0
134.9,104.95,148.18,6.27,4.61,13.61,3.63,29.33,215.87,9.99,True,False,False,0,72,0,0
114.86,51.03,64.98,8.09,9.95,4.13,-7.48,47.17,112.75,4.61,False,True,True,0,42,1,0
193.7,87.13,212.14,9.14,2.48,0.75,4.04,44.0,169.1,14.37,False,True,True,0,90,1,0
246.19,130.13,222.89,1.54,14.84,-3.03,1.32,42.29,179.32,18.51,True,False,True,0,39,1,0
241.53,52.84,209.46,13.55,12.53,3.53,-7.73,45.26,182.56,3.56,False,True,True,1,85,0,0
138.7,105.82,143.48,5.44,4.76,5.35,2.96,27.69,227.1,11.75,True,False,False,0,61,1,1
137.9,93.14,148.51,5.61,5.48,19.15,3.12,30.55,228.57,10.94,True,False,False,0,97,1,1
