high_flour,low_flour,warm_water,sugar,yeast,salt,olive_oil,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
48.69,553.14,-270.86,-31.37,90.47,44.69,-3.12,7.85,-221.26,70.33,False,True,True,0,60,1,0
154.95,134.76,102.99,5.29,4.48,3.36,14.86,40.16,226.25,11.74,True,False,False,1,47,0,1
104.57,113.4,119.7,9.68,5.03,4.7,18.47,38.03,226.73,11.22,True,False,False,1,41,1,1
-323.6,86.64,96.09,-90.13,32.67,-77.78,50.87,136.06,-22.5,97.95,True,True,True,0,60,1,0
-332.07,333.55,566.66,29.34,-90.23,-83.62,114.32,-2.35,314.48,8.02,False,True,True,0,80,0,0
175.79,-354.66,120.25,59.7,-0.23,19.27,101.08,-0.87,-85.18,77.32,False,True,True,0,90,0,0
-199.28,-235.17,165.44,18.87,20.7,-20.45,73.44,29.84,-278.74,80.24,False,True,True,0,23,0,0
-347.65,-290.05,548.94,-60.47,-27.07,-54.24,-52.37,93.38,646.19,69.21,False,True,True,0,82,1,0
122.41,133.54,170.42,5.89,4.43,3.68,10.93,34.56,213.71,10.01,True,False,False,1,56,1,1
-25.55,310.85,449.55,-19.68,-83.74,-27.06,-80.6,-53.08,519.84,33.71,True,True,True,0,93,1,0
251.4,-221.54,-116.56,42.97,-8.22,-27.27,3.71,127.91,575.16,51.3,False,True,True,0,66,1,0
171.34,125.71,149.42,7.67,2.07,2.49,15.04,44.01,212.51,10.86,True,False,False,1,77,0,1
62.69,553.33,441.25,-74.93,4.47,35.5,-78.72,-12.68,25.73,-44.79,False,True,True,0,12,0,0
25.76,-313.94,-224.23,-26.1,-21.03,34.14,-60.75,137.33,-38.08,18.5,False,True,True,1,21,1,0
548.05,312.58,593.09,26.56,-90.39,-14.28,2.13,-62.06,406.98,106.8,False,True,True,0,92,1,0
-345.18,-375.21,-260.45,55.85,80.32,90.87,-87.0,57.16,34.05,95.14,False,False,True,0,73,1,0
-31.34,-114.15,-105.67,-55.16,27.67,-42.36,-65.37,84.02,-217.78,48.82,True,True,True,0,12,1,0
135.15,105.14,509.75,4.98,-27.21,87.8,64.5,29.18,168.09,-32.92,False,True,True,0,83,1,0
120.36,64.0,147.74,6.85,4.05,2.81,13.7,52.07,216.57,10.63,True,False,False,1,63,0,1
125.21,118.5,170.53,8.01,4.09,3.3,14.72,49.96,213.68,10.0,True,True,False,1,96,0,1
-156.85,386.24,-200.46,22.49,37.93,-24.8,-17.12,93.89,444.59,57.67,True,True,True,0,28,0,0
-266.69,-60.95,544.79,-39.86,-44.0,46.63,59.11,151.68,235.34,-19.68,False,True,False,0,35,1,0
126.58,-426.49,522.62,109.59,-69.63,-87.71,-22.75,-34.79,588.6,-49.81,False,True,True,0,17,0,0
379.48,560.52,344.62,64.81,37.76,34.66,-53.44,129.58,-46.4,106.3,False,True,True,0,47,0,0
-0.62,-278.25,457.12,38.5,-35.97,-9.99,66.87,68.66,134.67,-72.77,False,True,True,0,79,0,0
167.94,106.02,162.56,4.24,6.03,2.59,11.51,53.05,227.08,10.49,True,False,False,1,51,0,1
315.25,153.18,215.22,-46.23,-83.82,-65.4,35.77,20.54,269.23,66.73,False,True,True,0,17,1,0
59.68,-438.86,598.36,-72.84,-24.55,-2.79,-40.99,-5.03,38.32,65.27,False,True,True,0,15,1,0
456.1,-19.22,32.78,66.51,-68.55,4.65,-75.96,128.64,632.59,74.66,True,True,True,0,69,1,0
-123.68,515.81,649.85,91.69,-44.46,84.02,-39.42,81.54,-7.8,45.66,False,True,False,0,83,0,0
151.83,123.53,112.57,8.42,4.26,4.88,13.22,48.9,211.39,11.63,True,False,False,1,66,0,1
147.33,122.05,110.38,5.39,6.53,3.62,17.41,56.53,213.58,11.25,True,False,False,1,38,0,1
172.85,136.49,117.77,5.21,6.07,2.29,10.15,31.43,216.57,11.26,True,False,False,1,38,1,1
309.65,-139.8,290.44,-16.34,-8.68,50.52,8.11,82.12,-47.99,-31.09,False,True,True,0,19,1,0
119.48,135.08,132.1,4.14,5.11,2.69,10.15,54.67,214.01,11.49,True,False,False,1,95,1,1
136.96,125.27,119.96,5.4,5.34,3.05,16.27,51.23,227.91,11.49,True,False,False,1,15,0,1
3.18,36.87,677.76,-55.29,1.62,25.69,114.06,150.44,270.37,21.2,True,True,True,0,96,0,0
215.24,-259.26,-201.2,-51.49,20.41,63.67,69.28,-37.24,-130.67,-56.74,False,True,True,0,48,1,0
-291.69,32.15,206.4,-48.22,-52.59,-14.72,-80.95,112.97,145.22,-34.13,False,False,True,0,63,1,0
128.1,71.23,104.8,9.8,3.49,4.12,10.21,31.59,222.1,10.08,True,True,False,1,34,1,1
160.59,81.58,100.77,5.02,3.81,3.79,18.3,53.9,228.91,11.0,True,False,False,1,67,1,1
678.05,-72.33,128.24,-38.23,65.36,-35.03,97.01,128.21,165.72,4.82,False,True,True,0,52,1,0
119.43,117.06,118.79,7.8,4.36,3.88,16.77,41.32,224.69,11.93,True,False,False,1,56,1,1
150.49,136.66,122.29,7.46,6.88,3.17,12.45,52.72,222.85,11.12,False,False,False,0,77,0,1
111.83,90.65,151.13,9.89,4.44,2.23,10.35,52.02,224.87,11.62,True,False,False,1,61,0,1
633.3,415.88,-325.87,94.72,-89.4,-9.97,67.05,-68.36,495.63,40.07,False,True,False,0,85,0,0
155.95,73.49,128.84,4.59,4.84,2.7,13.56,40.95,222.67,11.28,True,False,False,1,93,0,1
-195.01,-153.2,-53.24,80.08,-93.81,39.43,112.39,98.49,-76.01,86.8,False,True,True,0,73,1,0
138.03,92.28,125.01,6.25,2.35,4.03,14.15,30.59,225.05,10.13,True,False,False,1,93,1,1
107.94,-121.75,-18.98,102.98,32.06,-32.55,65.9,148.33,-180.21,30.63,False,True,True,0,89,0,0
154.67,70.22,136.54,9.7,4.85,4.06,13.16,43.99,225.61,10.99,True,False,False,1,41,1,1
135.28,83.26,130.35,6.13,3.31,4.0,14.77,46.96,222.83,10.41,True,False,False,1,76,1,1
-359.43,-376.52,396.8,62.04,-15.6,12.38,80.11,120.88,96.73,106.37,False,True,True,0,87,1,0
164.29,77.05,141.78,6.75,4.59,3.8,16.77,42.13,225.41,10.44,True,False,False,1,70,0,1
174.07,96.6,108.75,9.71,3.05,4.72,15.05,46.77,221.26,10.65,False,False,False,1,21,0,1
104.93,98.23,124.13,8.93,6.69,4.82,10.14,57.57,226.05,10.52,True,False,False,1,75,1,1
168.55,60.32,106.27,7.43,6.43,2.54,17.55,51.24,223.82,10.78,True,True,False,1,88,0,1
-132.67,-182.77,237.05,4.61,21.85,90.83,78.32,-18.99,77.07,-66.63,False,True,True,0,100,1,0
236.06,-54.58,154.46,102.13,-71.54,65.9,58.69,17.1,-60.06,54.18,True,True,True,0,26,1,0
115.29,115.03,138.04,4.42,6.81,3.38,12.09,38.36,214.75,10.63,True,False,False,1,34,0,1
641.32,3.11,416.13,49.94,15.71,-53.25,-12.49,155.72,339.5,-60.07,False,True,True,0,26,0,0
581.84,-298.37,418.01,54.15,-37.09,-10.27,-46.3,22.64,-286.08,52.59,False,True,True,0,94,1,0
581.56,302.28,563.49,46.96,45.5,51.9,52.87,-6.4,265.8,26.51,False,True,True,0,100,0,0
-385.73,421.71,254.61,72.32,-76.12,-1.49,-73.18,1.99,472.02,-83.54,False,True,True,0,25,0,0
137.75,76.84,173.61,9.37,2.65,3.66,17.0,35.21,212.49,11.4,True,False,False,1,72,0,1
153.87,68.33,139.3,5.05,2.5,3.89,10.18,55.44,229.97,11.62,True,False,False,1,16,1,1
131.25,139.04,130.39,8.98,6.73,4.58,13.99,43.24,212.89,10.46,True,False,False,1,49,0,1
172.37,101.26,141.18,7.31,4.51,3.56,19.28,36.69,224.1,10.96,True,False,False,1,81,1,1
28.08,-397.46,225.77,24.81,-92.92,5.81,-57.72,-1.76,-189.08,63.42,False,True,True,0,63,1,0
258.56,-393.69,-44.09,-48.87,84.84,-26.41,39.41,-19.44,-277.1,21.75,False,False,True,0,19,1,0
135.36,96.1,135.31,8.65,2.04,2.56,10.72,32.71,225.15,11.31,True,False,False,1,49,1,1
-206.66,-211.13,485.03,-83.83,-19.22,94.78,76.19,-12.18,376.84,68.79,False,False,True,0,94,1,0
173.65,82.99,178.08,7.39,2.15,3.61,17.87,36.71,221.31,10.36,True,False,False,1,88,0,1
117.1,137.2,113.92,5.62,6.88,4.93,11.06,43.73,220.38,10.92,True,False,False,1,39,1,1
162.49,65.43,136.07,7.85,6.86,3.99,19.68,59.84,218.5,11.64,True,False,False,1,47,1,1
60.8,270.2,-294.99,67.6,11.67,25.17,-14.1,-66.4,-219.85,76.21,False,True,True,0,98,1,0
177.18,110.86,123.87,9.55,4.61,2.16,11.65,30.29,212.06,10.17,True,False,False,1,42,0,1
380.43,539.59,-377.36,-70.14,-7.56,96.81,33.35,133.04,562.94,11.69,False,True,True,0,58,0,0
358.33,617.36,-49.09,-49.22,-61.17,85.68,83.42,-11.13,-265.49,75.37,False,True,True,0,63,0,0
161.66,102.75,127.22,7.92,3.88,2.03,11.23,38.71,212.5,10.24,True,False,True,1,77,0,1
-155.04,595.56,455.59,-15.07,9.52,-39.51,57.28,159.87,44.78,70.49,False,True,True,0,33,0,0
519.71,-84.47,-130.6,60.51,104.54,46.13,84.71,8.45,336.11,74.54,False,True,True,0,14,0,0
66.97,467.16,405.82,101.97,25.08,-35.63,31.47,71.93,-187.53,32.37,False,True,True,0,67,1,0
647.9,255.96,544.49,66.56,-58.94,-53.47,112.74,8.26,600.16,42.79,True,True,True,0,53,1,0
455.3,208.28,-271.59,85.79,-50.38,-74.63,-35.89,-23.15,307.17,92.12,False,True,True,0,30,1,0
148.12,120.98,114.87,9.07,3.02,3.64,19.38,37.75,222.79,11.93,True,False,False,1,53,0,1
243.83,-420.09,171.93,14.06,15.14,77.94,-72.34,157.28,56.49,-76.56,False,True,True,0,69,0,0
135.9,75.84,132.47,4.42,6.07,2.76,17.21,44.63,229.59,10.62,True,False,False,1,70,1,1
-251.26,-15.0,330.44,104.58,64.79,72.2,83.38,46.82,308.95,-51.18,False,False,True,0,12,1,0
155.85,137.8,176.97,4.4,5.88,2.4,13.57,44.89,225.05,11.4,True,False,False,1,47,0,1
-28.96,-223.02,-312.47,64.53,4.98,-94.28,105.7,4.4,156.38,93.03,False,True,True,0,89,0,0
111.77,103.79,102.02,9.0,3.55,3.72,16.11,34.19,225.31,10.18,True,False,False,1,55,0,1
154.23,91.18,155.41,5.49,4.7,4.65,14.23,49.05,223.82,11.99,True,False,False,1,36,0,1
135.89,130.38,143.26,6.35,6.86,2.88,16.85,54.43,211.24,10.47,False,False,False,1,91,0,1
342.21,95.54,180.77,-58.51,79.22,-16.52,12.6,54.86,685.47,-45.03,False,True,True,0,24,1,0
-184.31,227.38,56.16,41.21,75.94,101.84,58.34,-39.66,463.31,36.82,False,True,True,0,44,0,0
208.44,322.55,324.92,-30.11,4.0,19.04,-75.19,49.28,148.49,30.7,False,True,True,0,58,0,0
-49.87,-396.96,235.54,36.35,-34.63,59.6,-57.85,-37.06,447.02,60.83,False,False,False,0,24,1,0
280.47,98.11,-184.76,3.35,-89.1,-94.09,19.68,67.02,-194.57,81.01,False,True,True,0,88,0,0
137.43,111.82,127.34,6.62,3.93,5.0,10.46,42.55,214.54,11.22,True,False,False,1,65,0,1
145.65,81.76,167.59,9.74,5.52,4.3,15.99,39.14,215.94,11.08,True,False,False,1,82,0,1
208.69,-85.54,8.33,-32.01,25.14,-51.77,87.11,10.82,396.84,20.96,False,True,True,0,94,0,0
236.53,369.05,-319.21,10.65,-52.97,-22.17,76.11,113.56,665.12,-67.51,False,True,True,0,38,0,0
361.24,388.17,-309.86,-10.81,9.37,85.65,19.14,105.45,397.52,29.89,False,True,True,0,97,0,0
153.97,129.77,173.07,6.61,2.92,4.25,15.4,59.64,217.97,11.27,True,False,True,1,43,0,1
148.0,137.12,100.14,8.44,5.4,4.81,19.5,47.51,212.57,10.74,True,False,False,1,60,1,1
545.78,481.22,539.81,47.99,-95.38,-41.31,3.57,153.05,526.65,-3.55,False,False,True,0,40,1,0
230.24,462.49,-153.57,14.03,-15.65,-2.95,-17.2,128.79,86.71,-45.74,False,True,True,0,28,1,0
257.19,161.78,539.34,-52.42,-52.25,22.7,-80.98,18.47,-243.93,29.2,False,True,True,1,46,0,0
114.74,72.32,175.55,7.61,6.22,4.19,11.63,32.75,223.28,10.82,True,False,False,1,44,1,1
163.01,102.91,179.35,9.59,6.47,4.2,10.34,55.1,212.36,11.93,True,False,False,1,67,0,1
122.76,-289.74,487.37,-52.76,22.64,-6.56,-0.01,89.43,-258.11,-3.05,False,True,True,0,44,1,0
-59.17,290.56,-283.61,58.47,40.68,5.63,-1.08,101.63,14.54,83.28,False,True,True,0,34,1,0
-85.47,263.37,402.93,92.85,-27.98,-28.19,47.86,151.19,-242.39,31.69,False,True,False,0,14,0,0
147.8,119.61,167.74,6.06,3.76,4.87,12.21,44.4,211.14,11.72,True,False,True,1,18,1,1
-339.27,-126.83,468.22,-27.37,46.58,-70.53,-64.99,92.54,713.37,100.44,False,True,True,0,54,1,0
106.81,117.84,136.6,7.59,3.11,3.98,11.72,45.59,216.05,11.83,False,True,False,1,40,0,1
-335.97,-239.25,99.18,-59.2,9.41,-96.04,-58.24,51.5,439.5,85.89,False,True,True,0,12,0,0
109.15,63.58,126.2,8.99,5.61,2.43,10.03,31.9,218.74,11.76,True,False,False,1,55,1,1
654.86,493.76,3.21,-10.27,82.78,2.54,-81.83,36.84,710.67,11.87,False,True,True,0,94,1,0
82.4,542.61,293.39,-16.55,49.7,78.17,-12.45,74.12,109.36,-1.16,False,True,True,0,88,0,0
497.96,525.77,159.22,-12.76,-97.58,-83.34,27.53,-60.31,284.7,10.75,False,True,True,0,15,1,0
37.32,325.43,-189.63,-17.15,22.23,-15.8,91.46,23.79,127.55,59.15,False,True,True,0,68,0,0
139.12,75.02,126.99,9.09,4.71,4.55,10.71,41.3,226.25,11.73,True,False,False,1,57,0,1
157.27,102.5,156.92,6.56,4.65,3.42,18.37,41.83,217.64,10.23,True,False,False,1,66,1,1
105.74,114.54,104.57,7.24,4.65,2.38,19.59,51.25,226.62,11.31,True,False,False,1,15,0,1
51.82,240.5,-315.25,-24.44,24.33,-67.15,-3.7,-3.75,700.7,-66.26,False,True,False,0,15,0,0
141.66,63.26,120.85,5.32,3.69,2.21,16.8,32.72,223.47,11.7,True,False,False,1,68,0,1
154.6,599.67,301.58,-82.73,-9.95,37.05,60.02,79.51,-37.19,89.1,False,True,True,0,70,0,0
-313.61,448.9,-398.83,55.29,4.84,-91.26,-17.39,-37.61,-70.74,-9.47,False,True,True,0,22,1,0
666.15,-175.36,7.35,104.51,-46.14,5.23,84.81,92.13,724.4,-53.09,False,True,True,0,91,0,0
-328.26,36.26,-75.27,-3.49,-44.94,-53.34,103.61,115.86,105.14,-89.59,False,True,True,0,17,0,0
409.15,9.22,359.84,63.57,78.38,-86.84,-37.83,79.38,175.3,-3.22,True,True,True,0,77,0,0
171.87,108.2,142.4,8.02,3.16,3.9,16.91,54.72,212.57,10.29,True,False,False,1,33,1,1
116.29,369.21,95.01,90.26,43.84,-67.57,75.33,45.36,-85.26,93.37,True,True,True,0,22,0,0
75.47,302.35,-186.24,39.19,-62.44,-53.41,-62.59,60.54,209.13,-28.31,False,True,True,0,27,1,0
139.94,79.31,120.14,6.3,2.01,4.9,16.32,58.78,210.47,11.69,True,False,False,1,83,0,1
359.49,-395.54,294.7,20.79,72.93,-22.03,83.42,3.5,100.7,56.0,False,True,True,0,84,1,0
105.14,127.2,107.08,9.06,5.76,4.0,15.78,40.89,229.52,10.7,True,True,False,1,90,1,1
172.75,107.82,116.39,7.8,3.73,2.82,15.1,42.47,216.94,11.87,True,False,False,1,74,0,1
104.48,97.69,120.62,9.67,4.73,2.51,12.63,34.55,212.21,11.63,True,False,False,1,62,1,1
71.41,-237.81,25.16,22.91,47.08,22.85,-41.67,35.23,645.77,-58.92,False,True,False,0,29,1,0
149.33,66.17,138.52,7.43,4.66,4.7,17.92,59.59,220.16,10.44,True,False,False,1,82,0,1
-173.92,357.28,336.94,-54.93,-24.28,104.65,103.3,125.23,-182.61,28.47,True,True,True,0,37,0,0
383.53,632.57,79.46,48.96,70.67,70.11,-67.92,87.79,674.68,80.95,False,True,True,0,27,0,0
105.24,132.34,100.9,4.28,6.66,2.45,10.42,47.26,220.39,10.08,True,False,False,1,75,1,1
126.49,92.22,108.62,7.01,2.39,4.87,10.07,42.27,227.03,10.75,True,False,False,1,63,1,1
107.88,121.79,126.15,6.66,4.21,3.93,19.1,52.97,229.0,11.93,True,False,False,0,33,0,1
126.74,63.09,150.72,5.42,2.7,4.54,10.89,50.18,226.86,11.3,True,False,False,1,95,1,1
114.53,139.03,134.17,5.1,3.29,2.66,15.04,31.37,217.35,10.22,False,False,True,1,68,0,1
-107.87,573.97,-71.09,103.3,-1.91,-34.97,-52.61,117.91,689.75,21.91,False,False,True,0,38,0,0
146.46,-363.07,-220.85,95.02,-31.04,65.63,48.19,27.27,491.46,93.73,True,True,True,0,100,0,0
380.77,534.18,-394.03,23.25,98.86,-65.55,-69.95,-41.53,480.5,72.55,False,True,True,0,93,1,0
156.89,70.12,137.51,8.13,4.42,4.84,10.44,58.03,222.5,11.86,True,False,False,1,16,1,1
106.38,106.56,118.78,6.23,2.96,3.55,16.22,53.27,223.33,10.96,True,False,False,1,28,0,1
121.56,84.76,154.83,6.71,4.69,3.95,13.82,56.6,228.82,10.67,True,False,False,1,71,1,1
-112.75,-116.32,401.22,-47.41,-31.2,-91.6,59.32,59.84,276.26,38.0,False,True,True,0,42,1,0
161.65,92.98,150.69,9.49,5.88,3.99,14.35,34.67,217.07,10.18,True,True,False,1,30,1,1
-73.29,153.82,663.15,-78.69,-42.02,101.01,45.37,141.6,-209.98,-46.37,False,True,True,0,25,0,0
172.21,81.73,133.21,6.41,3.91,2.61,15.46,46.58,223.49,11.87,True,False,False,1,83,1,1
117.05,133.4,128.26,6.46,6.55,2.26,10.54,34.33,215.1,11.11,True,False,False,1,32,0,1
108.62,134.93,128.74,7.64,4.88,3.18,10.43,42.67,218.86,10.54,False,False,False,1,26,0,1
170.31,89.26,103.66,6.69,2.44,3.66,14.18,59.37,222.14,10.49,True,True,False,0,13,0,1
-243.31,526.65,-36.92,56.02,-76.95,-39.57,21.24,39.27,379.53,105.66,False,True,True,1,32,0,0
138.6,59.61,-206.33,31.92,-21.42,-56.06,111.85,-7.03,629.21,-16.07,False,True,True,0,84,1,0
132.33,71.16,104.98,5.6,4.15,3.27,19.25,32.45,215.21,11.96,True,False,False,1,56,1,1
145.8,-377.79,-112.82,7.93,27.95,-61.55,33.45,35.88,359.25,91.61,False,True,True,0,49,0,0
114.86,112.87,134.96,6.98,5.01,3.05,13.92,31.43,212.15,11.13,True,True,False,1,38,0,1
84.52,-164.83,-53.38,-48.81,61.31,97.35,-25.45,15.5,518.48,-45.37,False,True,True,0,100,0,0
136.63,86.05,160.87,4.96,6.34,2.23,15.61,43.91,229.46,11.14,True,False,False,1,46,0,1
136.57,116.84,175.67,5.65,4.57,3.42,19.81,32.23,226.23,11.93,True,False,False,1,67,0,1
167.5,463.42,297.71,28.0,57.05,55.87,75.24,126.41,404.18,-64.78,False,True,True,0,95,0,0
482.29,622.47,-217.45,-62.33,6.07,86.58,119.15,12.28,235.3,-80.64,True,True,True,0,43,1,0
129.71,62.42,129.96,9.16,4.31,2.43,14.25,38.0,216.11,10.81,True,False,False,1,63,0,1
-362.69,365.31,-118.44,78.4,-88.4,60.64,29.52,-51.02,23.02,104.05,False,True,True,0,98,0,0
205.6,-335.57,315.69,51.05,-60.43,13.72,5.5,24.29,-144.02,-55.55,False,True,True,0,25,1,0
175.03,99.96,108.63,6.3,4.79,2.42,16.9,47.87,229.66,11.69,True,False,False,1,23,0,1
-387.19,146.05,57.87,-59.26,-51.26,61.88,34.16,127.32,-161.93,-38.22,False,True,True,0,71,1,0
153.45,109.76,117.44,4.4,4.55,3.15,16.06,47.25,229.96,11.37,True,False,False,1,88,0,1
189.29,-164.65,228.38,83.91,97.42,67.3,58.85,98.34,149.98,92.6,False,True,True,0,40,0,0
-187.8,204.01,306.46,37.12,-91.04,-26.63,64.88,75.52,82.06,48.21,False,True,True,0,15,0,0
393.95,94.09,357.97,87.71,79.21,80.88,22.23,-50.03,-183.15,-87.22,False,True,True,0,75,1,0
-280.65,-114.73,294.43,-85.79,36.65,19.36,49.98,22.54,645.78,-0.71,False,True,True,0,55,0,0
164.47,90.44,142.22,9.34,3.43,4.6,13.73,40.82,225.11,10.81,True,False,False,1,42,1,1
123.19,-149.15,-86.1,52.9,-53.43,65.18,34.36,-32.11,633.71,14.11,False,True,True,0,75,0,0
107.53,-381.37,-350.59,-74.58,7.98,103.45,49.06,107.82,-142.86,101.65,False,True,True,0,77,0,0
581.32,457.79,562.32,-9.03,-57.29,-44.5,54.2,-46.73,-106.19,73.73,False,True,True,0,58,0,0
-358.96,549.02,182.71,-21.2,-46.48,7.52,-43.75,120.42,276.97,-0.65,False,False,True,0,22,0,0
369.13,-224.22,480.2,-63.84,-70.53,50.03,-2.1,19.7,249.19,-55.36,False,True,True,0,50,1,0
-262.52,367.83,371.32,56.48,12.75,51.69,2.84,150.7,-24.4,-48.66,False,True,True,0,74,1,0
558.56,132.48,59.46,61.35,-1.44,-23.25,75.26,78.79,193.24,1.98,False,True,True,1,47,1,0
126.32,86.71,179.1,7.24,6.27,4.51,14.86,35.54,220.18,11.39,True,False,False,1,81,0,1
171.42,115.56,123.05,9.94,2.78,4.08,17.8,58.64,210.41,11.97,True,False,False,1,51,0,1
132.21,106.86,165.22,4.87,4.59,4.83,14.12,39.02,219.41,11.57,True,False,False,1,72,0,1
432.71,-223.44,-378.56,-89.42,-95.17,74.39,23.45,46.21,-263.19,39.74,False,True,True,0,47,0,0
578.46,465.95,349.56,-44.93,76.96,101.05,111.52,86.91,719.03,71.33,False,True,True,0,100,0,0
446.7,-171.6,507.85,89.77,83.27,52.19,-18.12,54.89,246.44,6.54,True,True,True,0,43,0,0
-160.15,-253.26,628.03,-79.36,-7.13,-70.04,-27.97,-27.14,663.77,-40.08,False,True,False,0,82,0,0
481.17,-238.05,518.18,91.3,26.39,39.37,-14.57,67.05,110.97,40.82,False,True,False,0,30,1,0
158.06,113.85,140.06,8.59,4.18,3.79,11.92,39.38,226.84,11.08,True,False,False,1,92,0,1
-206.58,392.56,232.34,-43.8,86.56,-57.31,69.68,-7.72,-160.63,110.99,False,False,True,0,64,0,0
170.75,127.55,101.27,5.44,6.81,4.07,12.0,43.14,223.89,10.73,True,False,False,1,80,1,1
428.91,-363.99,-365.62,-65.11,77.41,-70.66,23.13,-29.76,-150.51,50.51,False,True,True,0,67,1,0
111.49,134.6,109.85,4.7,6.81,2.31,16.99,46.75,222.5,10.84,True,False,False,1,63,1,1
102.64,77.09,177.23,6.42,6.09,3.54,16.03,53.56,224.54,10.18,True,True,False,1,20,0,1
257.84,363.0,76.55,-44.64,-51.75,-84.06,103.41,98.65,698.47,99.48,False,True,True,0,99,0,0
118.31,102.73,131.14,6.46,4.44,4.52,14.39,36.08,225.79,10.96,False,False,False,1,61,1,1
143.07,68.2,130.48,9.53,4.92,4.18,10.06,38.61,213.2,11.07,True,False,False,1,12,1,1
141.34,100.57,101.93,5.16,5.43,2.13,14.44,35.34,210.46,10.36,True,False,False,1,99,0,1
519.94,-435.85,-188.05,-6.05,-10.94,54.17,2.51,97.52,40.64,-12.44,False,True,True,0,63,1,0
141.13,95.79,167.08,7.39,4.27,3.53,13.64,43.96,228.74,10.59,False,False,False,1,35,0,1
245.96,-126.83,329.01,-61.84,88.14,4.09,-71.91,-21.17,-241.3,48.69,False,True,True,0,27,0,0
138.67,84.03,119.97,9.04,6.17,2.78,16.18,48.88,226.24,11.12,True,False,False,1,30,1,1
122.39,115.41,149.94,6.47,2.04,3.53,19.64,54.71,219.3,11.89,True,True,True,1,34,0,1
