high_flour,low_flour,warm_water,sugar,yeast,salt,olive_oil,standstill,temp,bake_time,extra_effort,pineapple,pearl,elec_power,cooker_age,cooker_gender,label
69.46,289.11,-111.68,-57.05,-51.23,-11.3,-47.61,61.6,-226.94,-25.05,False,False,True,0,31,1,0
188.73,-51.75,423.45,-82.27,23.3,-4.0,-29.21,22.68,471.86,101.51,False,True,True,0,43,1,0
-270.12,-73.58,4.07,-8.73,12.76,30.21,12.12,91.11,444.79,-59.8,False,False,True,0,88,1,0
188.43,-350.74,287.02,-32.55,86.0,91.01,77.53,150.94,-180.74,17.15,False,True,True,0,71,1,0
234.42,-8.45,-12.59,-1.92,-26.16,13.31,78.21,115.28,592.66,100.26,False,False,True,1,19,1,0
-54.43,-381.7,-377.44,94.54,3.84,-72.09,-11.97,52.06,667.11,36.66,False,True,True,1,52,0,0
639.65,-205.92,-102.66,91.03,-95.79,-74.43,106.95,58.16,684.61,34.73,True,True,True,0,83,1,0
-389.14,-65.22,515.46,34.85,-43.96,-49.1,-0.69,124.83,537.33,69.35,False,False,True,0,16,1,0
87.23,290.7,-254.48,-60.95,68.7,39.18,80.95,-64.79,626.68,55.04,False,False,True,0,61,0,0
-279.23,77.2,140.95,-22.16,95.59,91.34,60.4,101.68,572.68,-76.92,False,True,True,0,68,1,0
417.72,-230.27,-398.91,107.01,85.51,-76.74,-88.47,-29.37,-152.98,93.9,False,True,True,0,43,0,0
163.15,75.29,107.2,9.01,2.86,3.62,19.36,55.9,214.0,11.3,True,True,False,1,94,0,1
-69.69,138.93,-35.0,-29.5,91.78,32.91,20.4,69.04,652.04,35.01,False,True,True,0,24,0,0
291.28,-338.44,-395.75,-10.89,-23.22,-50.99,35.47,149.97,429.08,-74.82,False,True,True,0,96,1,0
161.14,65.68,115.8,7.84,2.64,2.14,17.26,30.2,211.73,11.97,True,False,False,1,64,1,1
527.39,392.61,60.2,28.49,11.06,5.47,17.64,141.42,-181.66,-23.59,False,True,True,0,30,0,0
-231.26,-103.61,30.79,39.03,-30.86,-16.57,116.11,137.45,-90.2,-44.25,False,True,True,0,92,1,0
141.22,60.49,128.54,4.59,5.15,2.7,13.51,32.36,223.0,11.42,True,False,False,1,24,1,1
113.37,79.22,118.07,4.12,2.96,4.06,11.15,52.74,223.44,10.09,True,False,False,1,77,0,1
621.99,494.57,-108.8,58.38,3.24,-53.06,45.55,-14.88,335.19,-73.43,False,True,False,0,72,1,0
129.37,70.6,117.93,9.21,5.1,3.68,17.86,46.89,215.76,10.87,True,False,False,1,48,0,1
136.49,78.58,168.07,9.43,2.79,2.78,13.16,33.08,229.92,10.17,True,False,False,1,34,0,1
-174.23,-217.2,-292.19,99.24,61.76,-42.16,93.08,7.18,503.53,-8.85,False,False,False,0,51,0,0
196.39,107.69,-51.48,55.15,-39.09,-56.41,-10.13,101.72,343.84,-24.75,False,False,True,0,98,0,0
113.1,131.62,114.64,4.31,5.84,2.44,16.36,32.99,226.79,10.44,True,False,False,1,72,1,1
-44.75,403.97,-72.07,54.12,-70.06,73.54,30.17,94.76,493.32,-0.56,False,True,True,0,98,0,0
-148.89,-379.12,-316.26,93.89,-50.69,-97.95,-80.54,-26.38,-231.52,78.08,False,True,True,0,32,1,0
-287.27,-33.18,330.04,-8.01,-94.37,-94.92,-2.0,93.47,217.25,-3.76,False,True,True,0,77,0,0
157.15,77.77,142.9,9.42,5.9,2.41,15.65,32.56,218.12,11.86,True,False,False,1,16,0,1
20.55,-51.36,-107.26,80.17,63.08,-27.8,48.44,94.94,591.02,-77.64,False,True,True,0,70,1,0
288.53,475.86,-386.34,-14.58,84.06,64.82,117.33,-13.28,606.26,-57.48,False,True,True,0,64,0,0
103.92,79.88,174.22,5.05,4.45,2.3,12.17,35.67,223.7,11.24,True,False,False,1,58,0,1
44.67,-207.02,401.46,-61.51,32.81,67.28,29.58,54.66,604.89,73.12,False,True,False,0,78,1,0
-296.5,519.4,-380.39,18.64,7.87,96.83,-72.23,-41.8,-267.64,20.54,False,True,True,0,13,1,0
146.41,71.54,121.21,5.66,3.74,2.83,13.11,48.51,217.01,10.82,True,False,True,1,47,1,1
312.16,421.81,435.82,1.01,-61.96,47.1,65.54,157.0,539.35,58.39,False,True,False,0,52,0,0
-301.64,561.25,-300.5,-78.9,-32.23,-46.93,-53.1,146.94,5.05,-69.76,False,True,True,0,55,1,0
-245.08,619.99,560.24,1.92,93.28,-56.17,78.57,152.77,532.81,68.45,False,True,True,0,85,1,0
-259.68,612.04,-99.16,-92.17,97.61,-79.11,28.52,71.86,140.09,54.71,False,True,True,0,53,1,0
166.52,111.43,130.13,7.85,5.8,3.28,12.9,40.46,210.2,11.82,True,False,False,1,48,1,1
579.41,-292.46,374.83,45.05,53.73,13.52,85.18,125.87,643.03,-29.86,False,False,True,1,16,1,0
-291.64,-210.55,337.11,-35.66,-48.83,-13.23,50.78,-56.99,249.01,-81.71,False,True,True,0,22,0,0
-12.8,296.12,225.79,19.57,-25.74,-36.0,26.07,-69.45,192.38,98.1,False,True,True,0,61,1,0
-375.94,-99.17,-283.19,-26.36,-81.33,-79.53,83.82,62.58,570.29,-3.76,False,True,True,0,33,1,0
142.44,85.86,160.7,5.22,6.11,2.97,15.22,45.41,228.08,10.34,True,False,False,1,30,0,1
-196.13,280.66,297.68,-23.07,-74.98,41.57,100.84,-44.14,-22.63,-34.78,False,True,True,0,90,1,0
151.02,117.79,127.44,9.46,3.99,3.17,10.09,41.11,211.86,11.92,True,False,False,1,63,1,1
-351.81,323.41,479.26,102.99,-52.69,76.49,-63.04,101.03,26.26,-58.84,False,True,True,0,24,1,0
32.8,-388.49,-110.68,84.55,-20.81,75.86,0.46,67.57,551.12,34.79,False,True,True,0,62,0,0
522.83,111.95,59.4,44.17,40.41,-89.86,33.96,50.39,-255.9,63.9,False,True,True,0,54,0,0
154.16,124.63,156.41,5.16,5.59,2.97,15.22,47.21,221.29,10.74,False,False,False,1,60,1,1
-197.17,-122.39,135.23,18.29,58.07,-30.57,7.8,-18.76,43.61,90.9,False,True,True,0,18,1,0
146.67,68.48,135.97,4.87,5.8,3.14,17.81,48.05,226.62,11.37,True,False,False,1,26,0,1
-305.69,231.11,455.72,29.36,-63.06,-39.77,59.5,-58.89,686.91,-26.47,False,True,True,0,37,1,0
128.2,-420.7,604.88,-39.68,19.45,-87.35,3.83,113.19,286.97,36.1,False,True,True,0,18,0,0
-72.18,-282.11,-107.17,70.28,101.06,-83.21,-59.89,76.15,610.04,28.05,False,False,True,0,87,0,0
125.39,-164.18,-191.04,58.88,-2.55,104.65,-85.74,46.04,240.21,20.56,False,True,True,0,84,1,0
-89.36,478.57,341.67,-67.24,-77.56,14.67,-83.45,-58.46,10.27,92.13,False,True,True,0,54,0,0
127.96,123.87,141.49,7.69,6.8,4.69,12.44,30.31,228.38,10.95,True,False,False,1,57,0,1
179.06,108.39,137.76,9.31,3.68,4.82,17.56,50.62,220.65,11.62,True,False,False,1,50,0,1
111.49,89.04,124.37,7.4,4.26,4.21,10.08,48.39,223.95,10.32,True,False,False,1,49,1,1
171.06,102.27,138.16,5.31,5.85,2.97,17.2,57.76,223.98,10.04,True,False,False,1,56,0,1
127.89,102.35,104.37,6.3,6.93,3.65,12.86,49.25,213.04,11.11,True,False,False,1,61,0,1
159.31,74.31,124.24,9.43,3.38,2.9,19.87,54.54,210.95,10.01,False,False,False,1,24,1,1
-133.91,626.71,-87.23,-2.26,-47.45,-57.58,-61.65,-16.34,706.32,48.73,False,True,True,0,66,1,0
332.1,422.96,565.94,-41.33,67.43,17.71,-55.54,68.05,-56.75,30.88,False,True,True,0,96,0,0
-183.34,603.81,260.7,-89.45,-84.23,11.56,-19.37,-21.69,167.81,-75.41,False,True,True,0,19,0,0
160.51,-421.47,-375.05,106.81,-75.53,-7.72,103.28,125.21,-127.04,-53.76,False,True,True,0,35,0,0
134.89,247.21,-300.09,-86.48,97.94,78.85,22.5,7.34,20.53,-42.84,False,True,True,0,18,1,0
140.85,101.28,131.32,5.78,4.78,3.54,16.46,39.18,226.61,10.56,True,False,False,1,80,0,1
147.36,69.44,129.31,6.67,2.1,2.61,19.37,57.74,217.2,11.01,True,False,True,1,96,1,1
587.18,-342.16,-123.35,-20.43,13.6,15.33,7.1,15.52,-272.09,-31.98,False,True,True,0,59,0,0
438.18,-316.0,-68.73,17.48,-16.63,-56.41,70.31,28.16,219.46,20.14,False,True,True,1,43,1,0
146.14,92.56,170.96,5.55,5.36,3.34,13.43,55.6,218.44,11.53,False,False,False,1,55,1,1
162.53,120.0,143.42,9.61,4.55,2.99,10.89,42.89,229.75,10.36,True,False,False,1,16,0,1
166.67,94.48,132.47,8.3,5.67,3.73,19.9,58.69,212.18,10.71,False,False,False,1,15,0,1
140.38,73.0,138.49,7.16,2.08,4.55,11.72,56.89,214.93,10.25,True,False,False,1,40,1,1
168.53,-332.14,-311.21,88.83,10.93,80.23,0.3,3.88,-16.39,64.72,False,True,True,0,20,0,0
310.61,40.96,-267.24,9.66,73.26,79.81,-19.92,88.97,358.08,84.76,False,True,True,0,47,0,0
149.82,103.89,154.29,5.91,3.23,4.11,17.43,56.12,211.67,11.04,True,False,False,1,54,1,1
154.06,-78.44,-219.66,46.63,-5.87,8.72,84.04,29.81,690.35,-79.4,True,True,True,0,37,1,0
675.37,-438.57,529.26,106.33,-73.01,-44.89,-51.63,-34.95,557.37,-59.96,False,True,True,0,67,0,0
457.14,-386.52,-301.04,-85.14,-18.25,-54.66,-3.94,52.27,-89.88,-75.11,False,True,True,0,66,0,0
-352.31,-347.86,165.68,82.68,13.07,-68.56,-54.56,10.92,157.65,51.23,False,True,True,0,42,1,0
176.0,-237.09,106.97,-74.88,17.13,81.54,2.58,78.37,482.03,61.55,False,True,True,0,23,0,0
147.45,66.3,125.6,4.57,3.26,4.7,14.62,45.45,212.96,11.35,True,False,False,1,26,1,1
249.2,310.71,391.12,-19.12,-52.18,-16.19,88.14,85.88,187.21,65.43,False,True,True,0,56,1,0
162.82,100.85,137.91,6.15,6.93,2.61,19.51,57.21,220.08,11.61,True,False,False,1,90,1,1
173.82,-434.22,645.71,105.02,-33.12,-11.42,68.64,148.4,-97.61,34.45,True,True,True,0,21,1,0
174.84,70.45,106.35,8.39,5.06,3.86,18.09,45.19,220.8,10.97,True,False,False,1,80,1,1
121.49,91.38,174.66,7.39,5.23,4.39,18.61,52.19,225.36,10.29,True,False,False,1,45,0,1
-42.77,3.25,369.67,-11.22,56.2,-71.21,83.49,5.95,-78.45,28.66,False,True,True,0,99,0,0
151.2,96.67,164.31,5.48,4.36,3.66,17.14,52.31,219.68,11.46,True,False,False,1,74,0,1
118.88,138.51,136.26,4.16,2.12,4.64,14.43,30.88,224.31,11.99,True,False,False,1,59,1,1
118.78,76.57,108.35,7.38,6.38,3.29,14.21,49.23,218.89,10.15,True,False,False,1,13,1,1
122.84,112.11,159.7,5.67,5.27,2.6,11.78,54.43,227.06,10.55,True,False,False,1,84,1,1
-302.78,226.82,131.34,-16.82,41.22,-54.93,-85.96,-49.72,37.75,-16.69,False,False,True,0,20,1,0
-208.94,258.89,281.69,17.82,52.39,-46.77,-76.65,25.02,31.88,100.45,True,True,True,0,63,1,0
480.46,-64.93,-7.73,-83.75,106.58,-60.0,-25.08,67.42,315.02,-42.52,False,True,True,0,73,1,0
-116.54,543.48,544.07,70.95,-46.44,100.98,31.92,-33.79,562.94,-41.42,False,True,True,1,80,0,0
585.86,-218.97,215.68,-37.87,-29.53,-55.97,40.88,38.32,706.47,51.18,False,False,True,0,12,0,0
454.01,554.83,330.91,-90.73,65.52,-34.19,41.09,155.89,-253.16,108.38,False,True,True,0,13,0,0
119.73,128.67,120.55,4.21,4.3,3.74,14.43,58.73,218.08,10.54,True,False,False,1,39,0,1
79.33,-355.82,11.94,89.58,-39.82,-77.13,9.0,-58.01,-274.42,-36.71,False,False,True,0,64,1,0
115.48,130.18,110.15,9.0,5.77,3.76,15.69,39.3,221.91,11.46,True,True,False,1,31,1,1
156.4,138.23,149.42,6.6,2.06,3.81,11.37,31.07,221.57,12.0,True,False,False,1,26,1,1
594.66,81.24,-144.46,69.35,-50.22,17.98,-36.94,-15.76,74.76,-82.09,True,True,False,0,85,1,0
-168.29,-418.21,1.9,94.95,13.48,-34.46,-68.01,59.26,-273.56,46.45,False,True,True,0,38,0,0
-158.73,440.21,382.39,-2.47,-52.17,-41.39,-66.72,-60.92,628.53,45.76,False,True,True,0,78,1,0
136.01,96.91,157.14,7.22,6.88,3.74,19.21,50.34,228.71,10.54,True,False,True,1,32,0,1
-314.54,546.1,-113.53,69.21,61.84,4.53,59.47,-32.5,-156.15,-85.21,False,True,True,0,67,0,0
163.51,103.85,179.23,7.46,3.58,2.49,11.14,44.25,228.95,11.83,True,False,False,1,37,1,1
-375.37,259.45,-5.42,-90.91,77.51,-74.07,-63.81,21.49,71.08,77.15,False,True,True,0,20,1,0
598.62,129.71,106.77,71.84,90.05,-16.84,-72.6,43.29,112.6,-10.32,False,False,True,0,19,0,0
421.59,609.89,-279.35,103.12,98.79,-45.13,47.33,-13.31,-224.65,19.21,False,True,False,0,16,0,0
110.57,104.12,142.12,6.31,5.46,3.7,18.52,51.46,226.06,11.67,True,False,False,1,31,0,1
401.65,11.53,-234.6,-94.96,-58.93,-79.69,100.41,22.46,-103.02,-41.34,False,True,True,0,92,0,0
266.83,566.58,-68.87,-79.11,70.71,74.98,-59.83,16.74,421.66,80.02,False,True,True,0,69,0,0
562.56,169.6,-160.02,-87.84,90.49,-58.24,115.92,86.77,107.48,-29.72,False,True,True,0,77,0,0
101.23,82.57,125.42,4.63,3.09,3.9,11.4,40.1,216.96,11.78,True,False,False,1,32,0,1
338.99,330.09,161.6,48.67,-22.49,-77.9,16.82,64.31,605.61,-52.42,False,True,True,0,73,1,0
108.64,101.02,152.62,8.09,3.58,4.85,17.27,30.11,219.0,10.44,True,False,False,1,33,1,1
128.2,95.2,170.7,8.74,5.06,2.57,14.2,56.32,215.47,10.71,True,False,False,1,97,1,1
-277.31,-331.16,376.59,59.61,56.82,-40.42,88.75,-0.93,124.85,45.24,False,True,True,0,27,1,0
112.72,138.27,164.35,9.59,3.38,3.53,19.38,56.35,217.83,10.35,True,False,False,1,93,1,1
347.22,-283.85,-284.09,36.0,21.93,-4.19,96.0,22.7,269.21,-66.64,False,True,False,0,19,0,0
122.42,63.14,147.53,9.94,2.35,4.34,14.47,48.47,224.38,11.04,True,False,False,1,51,0,1
618.9,194.19,190.45,96.43,4.93,-34.92,20.54,-33.09,21.76,-47.91,False,True,False,0,59,1,0
-240.09,225.44,353.11,-74.63,78.89,79.35,-63.65,83.54,605.71,-66.77,False,True,True,0,24,1,0
172.43,104.23,156.42,8.55,4.81,3.28,16.73,56.8,228.93,10.66,True,False,False,1,97,1,1
569.07,507.56,184.02,14.97,-48.95,-61.96,-82.23,83.94,447.87,91.41,False,True,True,0,73,1,0
115.09,66.4,141.53,8.08,2.39,2.63,13.55,40.18,225.16,11.96,True,False,False,1,78,1,1
149.63,84.47,105.24,7.83,3.81,4.2,12.4,57.16,225.79,11.38,True,False,False,1,90,0,1
163.88,122.86,178.79,9.36,2.43,2.28,17.91,59.17,216.43,10.82,True,False,False,1,94,0,1
265.54,619.0,606.96,-28.39,97.47,92.34,-79.46,-32.36,456.23,-66.85,False,True,True,0,27,0,0
107.55,65.97,152.91,6.94,3.89,4.89,18.6,51.43,215.51,10.91,True,False,False,1,74,0,1
175.29,129.97,127.86,9.79,2.64,4.28,13.92,32.07,215.68,11.51,True,False,False,1,73,0,1
148.38,139.23,137.11,6.26,6.83,3.95,10.09,51.95,214.99,11.58,True,False,False,1,77,0,1
146.57,65.96,137.37,9.01,6.61,4.78,19.59,41.13,229.03,10.23,True,False,False,1,58,0,1
168.51,87.6,165.63,6.88,2.44,3.27,13.26,54.37,216.96,11.63,True,False,False,1,33,0,1
106.34,112.51,139.21,4.6,3.68,2.06,15.09,41.82,214.82,11.69,True,False,False,1,42,0,1
587.29,-180.11,-211.79,-51.65,-38.25,85.75,44.17,109.46,247.87,82.63,False,True,True,0,66,1,0
293.75,-104.27,408.51,-64.86,-76.83,-13.36,71.64,140.83,463.92,-46.08,False,True,True,0,95,1,0
330.04,-152.36,111.37,17.46,-89.54,38.11,90.41,58.07,203.48,77.56,False,True,True,0,40,0,0
-324.84,235.88,444.87,-56.94,46.23,74.32,-37.17,4.62,525.52,30.94,False,True,True,0,14,0,0
106.6,120.52,167.9,5.92,5.81,2.14,19.97,47.55,228.07,11.34,True,False,False,1,62,0,1
-270.27,281.56,-216.46,-86.57,-0.15,44.27,-55.81,58.66,728.71,-1.09,False,False,True,0,43,0,0
-278.32,-372.43,-374.48,-58.77,61.58,-83.26,33.79,-5.4,-268.05,-89.11,False,True,True,1,82,0,0
-176.88,282.74,523.88,60.89,70.11,-83.39,-76.58,120.72,33.49,19.18,False,True,True,1,72,1,0
128.56,133.13,126.32,6.72,5.84,3.41,19.79,40.66,228.21,10.69,False,False,False,1,79,1,1
62.06,360.23,673.91,24.33,-72.61,-11.39,-81.05,130.95,601.05,17.72,False,False,True,0,32,1,0
152.65,64.79,149.67,5.47,5.97,4.45,15.93,33.13,223.84,11.43,True,False,True,1,70,0,1
153.92,138.9,130.66,8.12,6.59,4.01,14.54,52.02,212.52,11.08,True,False,False,1,51,1,1
-197.61,190.7,29.54,9.03,-76.23,0.43,51.2,-44.64,-238.27,-74.78,False,True,True,0,68,0,0
151.44,76.67,170.04,4.38,4.88,2.46,18.84,30.84,219.78,11.96,True,True,False,1,88,1,1
112.07,74.05,164.36,4.1,5.92,2.03,12.86,59.43,226.17,10.69,True,False,False,1,18,0,1
155.8,61.52,170.47,4.98,2.32,2.54,13.82,45.51,227.1,10.88,True,False,False,1,59,1,1
128.69,113.84,170.01,9.58,3.87,4.29,11.69,36.72,214.56,10.13,True,False,False,1,49,1,1
152.32,109.23,178.15,8.36,3.67,3.23,18.99,52.74,229.64,10.77,True,False,False,1,85,1,1
120.36,136.67,126.19,4.47,6.89,4.69,14.38,57.35,218.1,11.48,True,False,False,1,67,0,1
142.06,66.41,148.66,8.12,2.12,3.45,13.4,38.49,228.38,10.94,True,False,True,1,62,1,1
79.0,285.59,347.04,84.13,1.46,-20.71,-30.84,-12.19,404.68,67.7,True,True,True,0,68,1,0
-270.02,-264.65,315.78,-73.51,9.61,-15.88,91.25,124.04,439.45,-19.29,False,True,True,0,43,1,0
